country,year,oil_refining_capacity,region
Other Middle East,1967,229.3, Middle East
Other Middle East,1968,232.15, Middle East
Other Middle East,1969,267.9, Middle East
Other Middle East,1970,292.6, Middle East
Other Middle East,1971,283.65, Middle East
Other Middle East,1972,280, Middle East
Other Middle East,1973,281, Middle East
Other Middle East,1974,294, Middle East
Other Middle East,1975,361, Middle East
Other Middle East,1976,364, Middle East
Other Middle East,1977,328, Middle East
Other Middle East,1978,342, Middle East
Other Middle East,1979,345, Middle East
Other Middle East,1980,465, Middle East
Other Middle East,1981,513, Middle East
Other Middle East,1982,513, Middle East
Other Middle East,1983,520, Middle East
Other Middle East,1984,520, Middle East
Other Middle East,1985,520, Middle East
Other Middle East,1986,530, Middle East
Other Middle East,1987,530, Middle East
Other Middle East,1988,530, Middle East
Other Middle East,1989,493, Middle East
Other Middle East,1990,483, Middle East
Other Middle East,1991,498, Middle East
Other Middle East,1992,478, Middle East
Other Middle East,1993,478, Middle East
Other Middle East,1994,478, Middle East
Other Middle East,1995,478, Middle East
Other Middle East,1996,478, Middle East
Other Middle East,1997,478, Middle East
Other Middle East,1998,483, Middle East
Other Middle East,1999,496, Middle East
Other Middle East,2000,496, Middle East
Other Middle East,2001,496, Middle East
Other Middle East,2002,496, Middle East
Other Middle East,2003,496, Middle East
Other Middle East,2004,496, Middle East
Other Middle East,2005,496, Middle East
Other Middle East,2006,496, Middle East
Other Middle East,2007,496, Middle East
Other Middle East,2008,496, Middle East
Other Middle East,2009,496, Middle East
Other Middle East,2010,496, Middle East
Other Middle East,2011,496, Middle East
Other Middle East,2012,496, Middle East
Other Middle East,2013,382, Middle East
Other Middle East,2014,382, Middle East
Other Middle East,2015,382, Middle East
Other Middle East,2016,382, Middle East
Other Middle East,2017,496, Middle East
Other Middle East,2018,496, Middle East
Qatar,1965,0.95, Middle East
Qatar,1966,0.95, Middle East
Qatar,1967,0.95, Middle East
Qatar,1968,0.95, Middle East
Qatar,1969,0.95, Middle East
Qatar,1970,0.95, Middle East
Qatar,1971,0.95, Middle East
Qatar,1972,1, Middle East
Qatar,1973,1, Middle East
Qatar,1974,7, Middle East
Qatar,1975,7, Middle East
Qatar,1976,9, Middle East
Qatar,1977,10, Middle East
Qatar,1978,11, Middle East
Qatar,1979,11, Middle East
Qatar,1980,13, Middle East
Qatar,1981,13, Middle East
Qatar,1982,12, Middle East
Qatar,1983,63, Middle East
Qatar,1984,56, Middle East
Qatar,1985,56, Middle East
Qatar,1986,62, Middle East
Qatar,1987,62, Middle East
Qatar,1988,62, Middle East
Qatar,1989,62, Middle East
Qatar,1990,62, Middle East
Qatar,1991,60, Middle East
Qatar,1992,60, Middle East
Qatar,1993,58, Middle East
Qatar,1994,58, Middle East
Qatar,1995,62, Middle East
Qatar,1996,62, Middle East
Qatar,1997,62, Middle East
Qatar,1998,62, Middle East
Qatar,1999,62, Middle East
Qatar,2000,62, Middle East
Qatar,2001,62, Middle East
Qatar,2002,137, Middle East
Qatar,2003,137, Middle East
Qatar,2004,137, Middle East
Qatar,2005,137, Middle East
Qatar,2006,137, Middle East
Qatar,2007,137, Middle East
Qatar,2008,137, Middle East
Qatar,2009,283, Middle East
Qatar,2010,283, Middle East
Qatar,2011,283, Middle East
Qatar,2012,283, Middle East
Qatar,2013,283, Middle East
Qatar,2014,283, Middle East
Qatar,2015,283, Middle East
Qatar,2016,429, Middle East
Qatar,2017,429, Middle East
Qatar,2018,429, Middle East
Saudi Arabia,1965,303, Middle East
Saudi Arabia,1966,335, Middle East
Saudi Arabia,1967,335, Middle East
Saudi Arabia,1968,347, Middle East
Saudi Arabia,1969,347, Middle East
Saudi Arabia,1970,676, Middle East
Saudi Arabia,1971,676, Middle East
Saudi Arabia,1972,676, Middle East
Saudi Arabia,1973,676, Middle East
Saudi Arabia,1974,676, Middle East
Saudi Arabia,1975,703, Middle East
Saudi Arabia,1976,703, Middle East
Saudi Arabia,1977,703, Middle East
Saudi Arabia,1978,645, Middle East
Saudi Arabia,1979,690, Middle East
Saudi Arabia,1980,700, Middle East
Saudi Arabia,1981,820, Middle East
Saudi Arabia,1982,820, Middle East
Saudi Arabia,1983,1010, Middle East
Saudi Arabia,1984,1260, Middle East
Saudi Arabia,1985,1510, Middle East
Saudi Arabia,1986,1540, Middle East
Saudi Arabia,1987,1565, Middle East
Saudi Arabia,1988,1565, Middle East
Saudi Arabia,1989,1915, Middle East
Saudi Arabia,1990,1860, Middle East
Saudi Arabia,1991,1645, Middle East
Saudi Arabia,1992,1660, Middle East
Saudi Arabia,1993,1670, Middle East
Saudi Arabia,1994,1683, Middle East
Saudi Arabia,1995,1692, Middle East
Saudi Arabia,1996,1699, Middle East
Saudi Arabia,1997,1704, Middle East
Saudi Arabia,1998,1762, Middle East
Saudi Arabia,1999,1808, Middle East
Saudi Arabia,2000,1798, Middle East
Saudi Arabia,2001,1805, Middle East
Saudi Arabia,2002,1809, Middle East
Saudi Arabia,2003,2049, Middle East
Saudi Arabia,2004,2074, Middle East
Saudi Arabia,2005,2102, Middle East
Saudi Arabia,2006,2102, Middle East
Saudi Arabia,2007,2102, Middle East
Saudi Arabia,2008,2102, Middle East
Saudi Arabia,2009,2109, Middle East
Saudi Arabia,2010,2109, Middle East
Saudi Arabia,2011,2107, Middle East
Saudi Arabia,2012,2107, Middle East
Saudi Arabia,2013,2507, Middle East
Saudi Arabia,2014,2899, Middle East
Saudi Arabia,2015,2899, Middle East
Saudi Arabia,2016,2901, Middle East
Saudi Arabia,2017,2826, Middle East
Saudi Arabia,2018,2835, Middle East
United Arab Emirates,1965,0, Middle East
United Arab Emirates,1966,0, Middle East
United Arab Emirates,1967,0, Middle East
United Arab Emirates,1968,0, Middle East
United Arab Emirates,1969,0, Middle East
United Arab Emirates,1970,0, Middle East
United Arab Emirates,1971,0, Middle East
United Arab Emirates,1972,0, Middle East
United Arab Emirates,1973,0, Middle East
United Arab Emirates,1974,0, Middle East
United Arab Emirates,1975,0, Middle East
United Arab Emirates,1976,15, Middle East
United Arab Emirates,1977,15, Middle East
United Arab Emirates,1978,15, Middle East
United Arab Emirates,1979,15, Middle East
United Arab Emirates,1980,15, Middle East
United Arab Emirates,1981,135, Middle East
United Arab Emirates,1982,135, Middle East
United Arab Emirates,1983,180, Middle East
United Arab Emirates,1984,180, Middle East
United Arab Emirates,1985,180, Middle East
United Arab Emirates,1986,180, Middle East
United Arab Emirates,1987,180, Middle East
United Arab Emirates,1988,180, Middle East
United Arab Emirates,1989,180, Middle East
United Arab Emirates,1990,185, Middle East
United Arab Emirates,1991,192, Middle East
United Arab Emirates,1992,202, Middle East
United Arab Emirates,1993,215, Middle East
United Arab Emirates,1994,220, Middle East
United Arab Emirates,1995,220, Middle East
United Arab Emirates,1996,273, Middle East
United Arab Emirates,1997,279, Middle East
United Arab Emirates,1998,220, Middle East
United Arab Emirates,1999,340, Middle East
United Arab Emirates,2000,630, Middle East
United Arab Emirates,2001,674, Middle East
United Arab Emirates,2002,711, Middle East
United Arab Emirates,2003,620, Middle East
United Arab Emirates,2004,620, Middle East
United Arab Emirates,2005,620, Middle East
United Arab Emirates,2006,620, Middle East
United Arab Emirates,2007,625, Middle East
United Arab Emirates,2008,682, Middle East
United Arab Emirates,2009,702, Middle East
United Arab Emirates,2010,702, Middle East
United Arab Emirates,2011,707, Middle East
United Arab Emirates,2012,712, Middle East
United Arab Emirates,2013,712, Middle East
United Arab Emirates,2014,728, Middle East
United Arab Emirates,2015,1149, Middle East
United Arab Emirates,2016,1149, Middle East
United Arab Emirates,2017,1229, Middle East
United Arab Emirates,2018,1229, Middle East
Canada,1965,1089.14, North America
Canada,1966,1140.47, North America
Canada,1967,1238.53, North America
Canada,1968,1280.04, North America
Canada,1969,1344.32, North America
Canada,1970,1396.46, North America
Canada,1971,1651.58, North America
Canada,1972,1683.98, North America
Canada,1973,1846.07, North America
Canada,1974,2034.32, North America
Canada,1975,2089.36, North America
Canada,1976,2150.01, North America
Canada,1977,2152.97, North America
Canada,1978,2216.53, North America
Canada,1979,2231.54, North America
Canada,1980,2154.9, North America
Canada,1981,2160.37, North America
Canada,1982,2092.68, North America
Canada,1983,1873.36, North America
Canada,1984,1891.91, North America
Canada,1985,1879.96, North America
Canada,1986,1781.27, North America
Canada,1987,1882.6, North America
Canada,1988,1847.85, North America
Canada,1989,1885.23, North America
Canada,1990,1919.51, North America
Canada,1991,1903.06, North America
Canada,1992,1911.21, North America
Canada,1993,1824.1, North America
Canada,1994,1831.69, North America
Canada,1995,1791.87, North America
Canada,1996,1806.94, North America
Canada,1997,1810.84, North America
Canada,1998,1844.46, North America
Canada,1999,1861.19, North America
Canada,2000,1860.59, North America
Canada,2001,1917.29, North America
Canada,2002,1922.64, North America
Canada,2003,1958.62, North America
Canada,2004,1915.25, North America
Canada,2005,1895.94, North America
Canada,2006,1914.22, North America
Canada,2007,1906.67, North America
Canada,2008,1951.42, North America
Canada,2009,1976.09, North America
Canada,2010,1913.18, North America
Canada,2011,2004.54, North America
Canada,2012,2014.85, North America
Canada,2013,1929.44, North America
Canada,2014,1929.44, North America
Canada,2015,1930.79, North America
Canada,2016,1933.71, North America
Canada,2017,1969.56, North America
Canada,2018,2025.19, North America
Mexico,1965,417, North America
Mexico,1966,417, North America
Mexico,1967,457, North America
Mexico,1968,525, North America
Mexico,1969,525, North America
Mexico,1970,562, North America
Mexico,1971,562, North America
Mexico,1972,594, North America
Mexico,1973,722, North America
Mexico,1974,722, North America
Mexico,1975,746, North America
Mexico,1976,822, North America
Mexico,1977,822, North America
Mexico,1978,991, North America
Mexico,1979,1091, North America
Mexico,1980,1226, North America
Mexico,1981,1221, North America
Mexico,1982,1215, North America
Mexico,1983,1218, North America
Mexico,1984,1269, North America
Mexico,1985,1263, North America
Mexico,1986,1280, North America
Mexico,1987,1462, North America
Mexico,1988,1462, North America
Mexico,1989,1627, North America
Mexico,1990,1627, North America
Mexico,1991,1447.8, North America
Mexico,1992,1447.8, North America
Mexico,1993,1444, North America
Mexico,1994,1444, North America
Mexico,1995,1444, North America
Mexico,1996,1444, North America
Mexico,1997,1448.75, North America
Mexico,1998,1448.75, North America
Mexico,1999,1448.75, North America
Mexico,2000,1481.05, North America
Mexico,2001,1481.05, North America
Mexico,2002,1463, North America
Mexico,2003,1463, North America
Mexico,2004,1463, North America
Mexico,2005,1463, North America
Mexico,2006,1463, North America
Mexico,2007,1463, North America
Mexico,2008,1463, North America
Mexico,2009,1463, North America
Mexico,2010,1463, North America
Mexico,2011,1605.5, North America
Mexico,2012,1605.5, North America
Mexico,2013,1605.5, North America
Mexico,2014,1521.9, North America
Mexico,2015,1521.9, North America
Mexico,2016,1521.9, North America
Mexico,2017,1545.65, North America
Mexico,2018,1545.65, North America
US,1965,10390, North America
US,1966,10660, North America
US,1967,11350, North America
US,1968,11700, North America
US,1969,12020, North America
US,1970,12860, North America
US,1971,13290, North America
US,1972,13640, North America
US,1973,14360, North America
US,1974,14960, North America
US,1975,15240, North America
US,1976,16400, North America
US,1977,17050, North America
US,1978,17440, North America
US,1979,17990, North America
US,1980,18620, North America
US,1981,17890, North America
US,1982,16860, North America
US,1983,16140, North America
US,1984,15659, North America
US,1985,15459, North America
US,1986,15566, North America
US,1987,15915, North America
US,1988,15655, North America
US,1989,15572, North America
US,1990,15676, North America
US,1991,15696, North America
US,1992,15121, North America
US,1993,15058, North America
US,1994,15434, North America
US,1995,15333, North America
US,1996,15452, North America
US,1997,15711, North America
US,1998,16261, North America
US,1999,16512, North America
US,2000,16568, North America
US,2001,16755, North America
US,2002,16757, North America
US,2003,16947, North America
US,2004,17125, North America
US,2005,17339, North America
US,2006,17440, North America
US,2007,17594, North America
US,2008,17672, North America
US,2009,17597, North America
US,2010,17736, North America
US,2011,17367, North America
US,2012,17823, North America
US,2013,17925, North America
US,2014,17967, North America
US,2015,18317, North America
US,2016,18617, North America
US,2017,18567, North America
US,2018,18762, North America
Argentina,1965,402.32, S. & Cent. America
Argentina,1966,414.2, S. & Cent. America
Argentina,1967,412.3, S. & Cent. America
Argentina,1968,423.7, S. & Cent. America
Argentina,1969,434.15, S. & Cent. America
Argentina,1970,437.69, S. & Cent. America
Argentina,1971,603.92, S. & Cent. America
Argentina,1972,602, S. & Cent. America
Argentina,1973,624, S. & Cent. America
Argentina,1974,721, S. & Cent. America
Argentina,1975,684, S. & Cent. America
Argentina,1976,703, S. & Cent. America
Argentina,1977,655, S. & Cent. America
Argentina,1978,684, S. & Cent. America
Argentina,1979,684, S. & Cent. America
Argentina,1980,684, S. & Cent. America
Argentina,1981,684, S. & Cent. America
Argentina,1982,684, S. & Cent. America
Argentina,1983,677, S. & Cent. America
Argentina,1984,677, S. & Cent. America
Argentina,1985,677, S. & Cent. America
Argentina,1986,677, S. & Cent. America
Argentina,1987,679, S. & Cent. America
Argentina,1988,682, S. & Cent. America
Argentina,1989,681, S. & Cent. America
Argentina,1990,681, S. & Cent. America
Argentina,1991,685, S. & Cent. America
Argentina,1992,679, S. & Cent. America
Argentina,1993,679, S. & Cent. America
Argentina,1994,654, S. & Cent. America
Argentina,1995,639, S. & Cent. America
Argentina,1996,640, S. & Cent. America
Argentina,1997,644, S. & Cent. America
Argentina,1998,642, S. & Cent. America
Argentina,1999,618, S. & Cent. America
Argentina,2000,625, S. & Cent. America
Argentina,2001,613, S. & Cent. America
Argentina,2002,613, S. & Cent. America
Argentina,2003,615, S. & Cent. America
Argentina,2004,620, S. & Cent. America
Argentina,2005,615, S. & Cent. America
Argentina,2006,617, S. & Cent. America
Argentina,2007,628, S. & Cent. America
Argentina,2008,628, S. & Cent. America
Argentina,2009,625, S. & Cent. America
Argentina,2010,625, S. & Cent. America
Argentina,2011,625, S. & Cent. America
Argentina,2012,657, S. & Cent. America
Argentina,2013,657, S. & Cent. America
Argentina,2014,657, S. & Cent. America
Argentina,2015,657, S. & Cent. America
Argentina,2016,657, S. & Cent. America
Argentina,2017,657, S. & Cent. America
Argentina,2018,580, S. & Cent. America
Brazil,1965,346.65, S. & Cent. America
Brazil,1966,351.88, S. & Cent. America
Brazil,1967,360.9, S. & Cent. America
Brazil,1968,439.28, S. & Cent. America
Brazil,1969,476.52, S. & Cent. America
Brazil,1970,525, S. & Cent. America
Brazil,1971,597, S. & Cent. America
Brazil,1972,756, S. & Cent. America
Brazil,1973,820, S. & Cent. America
Brazil,1974,981, S. & Cent. America
Brazil,1975,996, S. & Cent. America
Brazil,1976,990, S. & Cent. America
Brazil,1977,1110, S. & Cent. America
Brazil,1978,1202, S. & Cent. America
Brazil,1979,1202, S. & Cent. America
Brazil,1980,1393, S. & Cent. America
Brazil,1981,1394, S. & Cent. America
Brazil,1982,1423, S. & Cent. America
Brazil,1983,1435, S. & Cent. America
Brazil,1984,1435, S. & Cent. America
Brazil,1985,1435, S. & Cent. America
Brazil,1986,1435, S. & Cent. America
Brazil,1987,1435, S. & Cent. America
Brazil,1988,1404, S. & Cent. America
Brazil,1989,1440, S. & Cent. America
Brazil,1990,1440, S. & Cent. America
Brazil,1991,1445, S. & Cent. America
Brazil,1992,1444, S. & Cent. America
Brazil,1993,1429, S. & Cent. America
Brazil,1994,1473, S. & Cent. America
Brazil,1995,1481, S. & Cent. America
Brazil,1996,1481, S. & Cent. America
Brazil,1997,1749.81, S. & Cent. America
Brazil,1998,1768.04, S. & Cent. America
Brazil,1999,1795.58, S. & Cent. America
Brazil,2000,1849.36, S. & Cent. America
Brazil,2001,1849.36, S. & Cent. America
Brazil,2002,1853.54, S. & Cent. America
Brazil,2003,1915.39, S. & Cent. America
Brazil,2004,1925.72, S. & Cent. America
Brazil,2005,1941.85, S. & Cent. America
Brazil,2006,1942.01, S. & Cent. America
Brazil,2007,1964.11, S. & Cent. America
Brazil,2008,1976.5, S. & Cent. America
Brazil,2009,1991.74, S. & Cent. America
Brazil,2010,1991.74, S. & Cent. America
Brazil,2011,2013.8, S. & Cent. America
Brazil,2012,2004.24, S. & Cent. America
Brazil,2013,2096.85, S. & Cent. America
Brazil,2014,2238.38, S. & Cent. America
Brazil,2015,2281.4, S. & Cent. America
Brazil,2016,2288.87, S. & Cent. America
Brazil,2017,2285.08, S. & Cent. America
Brazil,2018,2285.08, S. & Cent. America
Chile,1965,79.42, S. & Cent. America
Chile,1966,86.45, S. & Cent. America
Chile,1967,86.45, S. & Cent. America
Chile,1968,85.5, S. & Cent. America
Chile,1969,86.45, S. & Cent. America
Chile,1970,105.45, S. & Cent. America
Chile,1971,129.2, S. & Cent. America
Chile,1972,124, S. & Cent. America
Chile,1973,124, S. & Cent. America
Chile,1974,124, S. & Cent. America
Chile,1975,149, S. & Cent. America
Chile,1976,140, S. & Cent. America
Chile,1977,130, S. & Cent. America
Chile,1978,138, S. & Cent. America
Chile,1979,138, S. & Cent. America
Chile,1980,138, S. & Cent. America
Chile,1981,148, S. & Cent. America
Chile,1982,148, S. & Cent. America
Chile,1983,148, S. & Cent. America
Chile,1984,148, S. & Cent. America
Chile,1985,148, S. & Cent. America
Chile,1986,148, S. & Cent. America
Chile,1987,148, S. & Cent. America
Chile,1988,148, S. & Cent. America
Chile,1989,148, S. & Cent. America
Chile,1990,148, S. & Cent. America
Chile,1991,148, S. & Cent. America
Chile,1992,148, S. & Cent. America
Chile,1993,150, S. & Cent. America
Chile,1994,162, S. & Cent. America
Chile,1995,163, S. & Cent. America
Chile,1996,181, S. & Cent. America
Chile,1997,201, S. & Cent. America
Chile,1998,201, S. & Cent. America
Chile,1999,201, S. & Cent. America
Chile,2000,201, S. & Cent. America
Chile,2001,201, S. & Cent. America
Chile,2002,218, S. & Cent. America
Chile,2003,238, S. & Cent. America
Chile,2004,238, S. & Cent. America
Chile,2005,238, S. & Cent. America
Chile,2006,234, S. & Cent. America
Chile,2007,242, S. & Cent. America
Chile,2008,242, S. & Cent. America
Chile,2009,242, S. & Cent. America
Chile,2010,242, S. & Cent. America
Chile,2011,250, S. & Cent. America
Chile,2012,254, S. & Cent. America
Chile,2013,254, S. & Cent. America
Chile,2014,258, S. & Cent. America
Chile,2015,258, S. & Cent. America
Chile,2016,258, S. & Cent. America
Chile,2017,258, S. & Cent. America
Chile,2018,258, S. & Cent. America
Colombia,1965,95, S. & Cent. America
Colombia,1966,122.55, S. & Cent. America
Colombia,1967,122.55, S. & Cent. America
Colombia,1968,132.05, S. & Cent. America
Colombia,1969,130.53, S. & Cent. America
Colombia,1970,131.1, S. & Cent. America
Colombia,1971,164.68, S. & Cent. America
Colombia,1972,172, S. & Cent. America
Colombia,1973,166, S. & Cent. America
Colombia,1974,172, S. & Cent. America
Colombia,1975,172, S. & Cent. America
Colombia,1976,165, S. & Cent. America
Colombia,1977,165, S. & Cent. America
Colombia,1978,166, S. & Cent. America
Colombia,1979,176, S. & Cent. America
Colombia,1980,191, S. & Cent. America
Colombia,1981,191, S. & Cent. America
Colombia,1982,201, S. & Cent. America
Colombia,1983,212, S. & Cent. America
Colombia,1984,212, S. & Cent. America
Colombia,1985,212, S. & Cent. America
Colombia,1986,217, S. & Cent. America
Colombia,1987,227, S. & Cent. America
Colombia,1988,227, S. & Cent. America
Colombia,1989,227, S. & Cent. America
Colombia,1990,245, S. & Cent. America
Colombia,1991,253, S. & Cent. America
Colombia,1992,253, S. & Cent. America
Colombia,1993,253, S. & Cent. America
Colombia,1994,253, S. & Cent. America
Colombia,1995,275, S. & Cent. America
Colombia,1996,289, S. & Cent. America
Colombia,1997,306, S. & Cent. America
Colombia,1998,306, S. & Cent. America
Colombia,1999,313, S. & Cent. America
Colombia,2000,323, S. & Cent. America
Colombia,2001,323, S. & Cent. America
Colombia,2002,324, S. & Cent. America
Colombia,2003,311, S. & Cent. America
Colombia,2004,311, S. & Cent. America
Colombia,2005,311, S. & Cent. America
Colombia,2006,324, S. & Cent. America
Colombia,2007,324, S. & Cent. America
Colombia,2008,326, S. & Cent. America
Colombia,2009,336, S. & Cent. America
Colombia,2010,336, S. & Cent. America
Colombia,2011,336, S. & Cent. America
Colombia,2012,336, S. & Cent. America
Colombia,2013,336, S. & Cent. America
Colombia,2014,336, S. & Cent. America
Colombia,2015,421, S. & Cent. America
Colombia,2016,421, S. & Cent. America
Colombia,2017,421, S. & Cent. America
Colombia,2018,421, S. & Cent. America
Curacao,1965,, S. & Cent. America
Curacao,1966,, S. & Cent. America
Curacao,1967,, S. & Cent. America
Curacao,1968,, S. & Cent. America
Curacao,1969,, S. & Cent. America
Curacao,1970,, S. & Cent. America
Curacao,1971,, S. & Cent. America
Curacao,1972,, S. & Cent. America
Curacao,1973,, S. & Cent. America
Curacao,1974,, S. & Cent. America
Curacao,1975,, S. & Cent. America
Curacao,1976,, S. & Cent. America
Curacao,1977,, S. & Cent. America
Curacao,1978,, S. & Cent. America
Curacao,1979,, S. & Cent. America
Curacao,1980,, S. & Cent. America
Curacao,1981,, S. & Cent. America
Curacao,1982,, S. & Cent. America
Curacao,1983,, S. & Cent. America
Curacao,1984,, S. & Cent. America
Curacao,1985,, S. & Cent. America
Curacao,1986,320, S. & Cent. America
Curacao,1987,320, S. & Cent. America
Curacao,1988,320, S. & Cent. America
Curacao,1989,320, S. & Cent. America
Curacao,1990,320, S. & Cent. America
Curacao,1991,320, S. & Cent. America
Curacao,1992,320, S. & Cent. America
Curacao,1993,320, S. & Cent. America
Curacao,1994,320, S. & Cent. America
Curacao,1995,320, S. & Cent. America
Curacao,1996,320, S. & Cent. America
Curacao,1997,320, S. & Cent. America
Curacao,1998,320, S. & Cent. America
Curacao,1999,320, S. & Cent. America
Curacao,2000,320, S. & Cent. America
Curacao,2001,320, S. & Cent. America
Curacao,2002,320, S. & Cent. America
Curacao,2003,320, S. & Cent. America
Curacao,2004,320, S. & Cent. America
Curacao,2005,320, S. & Cent. America
Curacao,2006,320, S. & Cent. America
Curacao,2007,320, S. & Cent. America
Curacao,2008,320, S. & Cent. America
Curacao,2009,320, S. & Cent. America
Curacao,2010,320, S. & Cent. America
Curacao,2011,320, S. & Cent. America
Curacao,2012,320, S. & Cent. America
Curacao,2013,320, S. & Cent. America
Curacao,2014,320, S. & Cent. America
Curacao,2015,320, S. & Cent. America
Curacao,2016,320, S. & Cent. America
Curacao,2017,320, S. & Cent. America
Curacao,2018,320, S. & Cent. America
Ecuador,1965,18.05, S. & Cent. America
Ecuador,1966,11.4, S. & Cent. America
Ecuador,1967,19, S. & Cent. America
Ecuador,1968,35.15, S. & Cent. America
Ecuador,1969,31.35, S. & Cent. America
Ecuador,1970,33.53, S. & Cent. America
Ecuador,1971,34.2, S. & Cent. America
Ecuador,1972,34.5, S. & Cent. America
Ecuador,1973,34.5, S. & Cent. America
Ecuador,1974,34.5, S. & Cent. America
Ecuador,1975,39.38, S. & Cent. America
Ecuador,1976,44.4, S. & Cent. America
Ecuador,1977,102.1, S. & Cent. America
Ecuador,1978,102.1, S. & Cent. America
Ecuador,1979,102.1, S. & Cent. America
Ecuador,1980,102.1, S. & Cent. America
Ecuador,1981,102.1, S. & Cent. America
Ecuador,1982,102.1, S. & Cent. America
Ecuador,1983,102.1, S. & Cent. America
Ecuador,1984,102.1, S. & Cent. America
Ecuador,1985,102.1, S. & Cent. America
Ecuador,1986,102.1, S. & Cent. America
Ecuador,1987,146.5, S. & Cent. America
Ecuador,1988,146.5, S. & Cent. America
Ecuador,1989,146.5, S. & Cent. America
Ecuador,1990,146.5, S. & Cent. America
Ecuador,1991,146.5, S. & Cent. America
Ecuador,1992,147, S. & Cent. America
Ecuador,1993,147, S. & Cent. America
Ecuador,1994,147, S. & Cent. America
Ecuador,1995,157, S. & Cent. America
Ecuador,1996,157, S. & Cent. America
Ecuador,1997,157, S. & Cent. America
Ecuador,1998,177, S. & Cent. America
Ecuador,1999,177, S. & Cent. America
Ecuador,2000,177, S. & Cent. America
Ecuador,2001,177, S. & Cent. America
Ecuador,2002,177, S. & Cent. America
Ecuador,2003,177, S. & Cent. America
Ecuador,2004,177, S. & Cent. America
Ecuador,2005,177, S. & Cent. America
Ecuador,2006,177, S. & Cent. America
Ecuador,2007,175, S. & Cent. America
Ecuador,2008,175, S. & Cent. America
Ecuador,2009,175, S. & Cent. America
Ecuador,2010,175, S. & Cent. America
Ecuador,2011,175, S. & Cent. America
Ecuador,2012,175, S. & Cent. America
Ecuador,2013,175, S. & Cent. America
Ecuador,2014,175, S. & Cent. America
Ecuador,2015,175, S. & Cent. America
Ecuador,2016,175, S. & Cent. America
Ecuador,2017,175, S. & Cent. America
Ecuador,2018,175, S. & Cent. America
Netherlands Antilles,1965,703, S. & Cent. America
Netherlands Antilles,1966,755.25, S. & Cent. America
Netherlands Antilles,1967,755.25, S. & Cent. America
Netherlands Antilles,1968,755.25, S. & Cent. America
Netherlands Antilles,1969,798, S. & Cent. America
Netherlands Antilles,1970,797, S. & Cent. America
Netherlands Antilles,1971,797, S. & Cent. America
Netherlands Antilles,1972,945, S. & Cent. America
Netherlands Antilles,1973,980, S. & Cent. America
Netherlands Antilles,1974,849, S. & Cent. America
Netherlands Antilles,1975,810, S. & Cent. America
Netherlands Antilles,1976,802, S. & Cent. America
Netherlands Antilles,1977,842, S. & Cent. America
Netherlands Antilles,1978,842, S. & Cent. America
Netherlands Antilles,1979,792, S. & Cent. America
Netherlands Antilles,1980,782, S. & Cent. America
Netherlands Antilles,1981,782, S. & Cent. America
Netherlands Antilles,1982,782, S. & Cent. America
Netherlands Antilles,1983,761, S. & Cent. America
Netherlands Antilles,1984,620, S. & Cent. America
Netherlands Antilles,1985,320, S. & Cent. America
Netherlands Antilles,1986,, S. & Cent. America
Netherlands Antilles,1987,, S. & Cent. America
Netherlands Antilles,1988,, S. & Cent. America
Netherlands Antilles,1989,, S. & Cent. America
Netherlands Antilles,1990,, S. & Cent. America
Netherlands Antilles,1991,, S. & Cent. America
Netherlands Antilles,1992,, S. & Cent. America
Netherlands Antilles,1993,, S. & Cent. America
Netherlands Antilles,1994,, S. & Cent. America
Netherlands Antilles,1995,, S. & Cent. America
Netherlands Antilles,1996,, S. & Cent. America
Netherlands Antilles,1997,, S. & Cent. America
Netherlands Antilles,1998,, S. & Cent. America
Netherlands Antilles,1999,, S. & Cent. America
Netherlands Antilles,2000,, S. & Cent. America
Netherlands Antilles,2001,, S. & Cent. America
Netherlands Antilles,2002,, S. & Cent. America
Netherlands Antilles,2003,, S. & Cent. America
Netherlands Antilles,2004,, S. & Cent. America
Netherlands Antilles,2005,, S. & Cent. America
Netherlands Antilles,2006,, S. & Cent. America
Netherlands Antilles,2007,, S. & Cent. America
Netherlands Antilles,2008,, S. & Cent. America
Netherlands Antilles,2009,, S. & Cent. America
Netherlands Antilles,2010,, S. & Cent. America
Netherlands Antilles,2011,, S. & Cent. America
Netherlands Antilles,2012,, S. & Cent. America
Netherlands Antilles,2013,, S. & Cent. America
Netherlands Antilles,2014,, S. & Cent. America
Netherlands Antilles,2015,, S. & Cent. America
Netherlands Antilles,2016,, S. & Cent. America
Netherlands Antilles,2017,, S. & Cent. America
Netherlands Antilles,2018,, S. & Cent. America
Other S. & Cent. America,1965,396.34, S. & Cent. America
Other S. & Cent. America,1966,471.87, S. & Cent. America
Other S. & Cent. America,1967,505.4, S. & Cent. America
Other S. & Cent. America,1968,550.52, S. & Cent. America
Other S. & Cent. America,1969,687.32, S. & Cent. America
Other S. & Cent. America,1970,965.35, S. & Cent. America
Other S. & Cent. America,1971,1164.1, S. & Cent. America
Other S. & Cent. America,1972,1346.51, S. & Cent. America
Other S. & Cent. America,1973,1856.85, S. & Cent. America
Other S. & Cent. America,1974,1854.85, S. & Cent. America
Other S. & Cent. America,1975,2004.85, S. & Cent. America
Other S. & Cent. America,1976,1998.85, S. & Cent. America
Other S. & Cent. America,1977,2033.85, S. & Cent. America
Other S. & Cent. America,1978,2018, S. & Cent. America
