country,year,gas_consumption_bcm,region
Peru,2010,4.86, S. & Cent. America
Peru,2011,5.35, S. & Cent. America
Peru,2012,5.99, S. & Cent. America
Peru,2013,5.88, S. & Cent. America
Peru,2014,6.74, S. & Cent. America
Peru,2015,7.07, S. & Cent. America
Peru,2016,7.61, S. & Cent. America
Peru,2017,6.74, S. & Cent. America
Peru,2018,7.04, S. & Cent. America
Trinidad & Tobago,1965,1.22, S. & Cent. America
Trinidad & Tobago,1966,1.44, S. & Cent. America
Trinidad & Tobago,1967,1.58, S. & Cent. America
Trinidad & Tobago,1968,1.66, S. & Cent. America
Trinidad & Tobago,1969,1.67, S. & Cent. America
Trinidad & Tobago,1970,1.91, S. & Cent. America
Trinidad & Tobago,1971,1.86, S. & Cent. America
Trinidad & Tobago,1972,1.93, S. & Cent. America
Trinidad & Tobago,1973,1.85, S. & Cent. America
Trinidad & Tobago,1974,1.69, S. & Cent. America
Trinidad & Tobago,1975,1.54, S. & Cent. America
Trinidad & Tobago,1976,1.73, S. & Cent. America
Trinidad & Tobago,1977,2.03, S. & Cent. America
Trinidad & Tobago,1978,2.43, S. & Cent. America
Trinidad & Tobago,1979,2.51, S. & Cent. America
Trinidad & Tobago,1980,2.83, S. & Cent. America
Trinidad & Tobago,1981,3.12, S. & Cent. America
Trinidad & Tobago,1982,3.79, S. & Cent. America
Trinidad & Tobago,1983,3.93, S. & Cent. America
Trinidad & Tobago,1984,4.12, S. & Cent. America
Trinidad & Tobago,1985,4.22, S. & Cent. America
Trinidad & Tobago,1986,4.31, S. & Cent. America
Trinidad & Tobago,1987,4.57, S. & Cent. America
Trinidad & Tobago,1988,5.26, S. & Cent. America
Trinidad & Tobago,1989,5.27, S. & Cent. America
Trinidad & Tobago,1990,5.46, S. & Cent. America
Trinidad & Tobago,1991,5.54, S. & Cent. America
Trinidad & Tobago,1992,5.35, S. & Cent. America
Trinidad & Tobago,1993,6, S. & Cent. America
Trinidad & Tobago,1994,6.88, S. & Cent. America
Trinidad & Tobago,1995,7.38, S. & Cent. America
Trinidad & Tobago,1996,8.33, S. & Cent. America
Trinidad & Tobago,1997,9.04, S. & Cent. America
Trinidad & Tobago,1998,9.04, S. & Cent. America
Trinidad & Tobago,1999,9.28, S. & Cent. America
Trinidad & Tobago,2000,9.15, S. & Cent. America
Trinidad & Tobago,2001,10.56, S. & Cent. America
Trinidad & Tobago,2002,11.26, S. & Cent. America
Trinidad & Tobago,2003,12.08, S. & Cent. America
Trinidad & Tobago,2004,13.29, S. & Cent. America
Trinidad & Tobago,2005,14.77, S. & Cent. America
Trinidad & Tobago,2006,15.74, S. & Cent. America
Trinidad & Tobago,2007,16.49, S. & Cent. America
Trinidad & Tobago,2008,15.78, S. & Cent. America
Trinidad & Tobago,2009,16.1, S. & Cent. America
Trinidad & Tobago,2010,17.71, S. & Cent. America
Trinidad & Tobago,2011,17.97, S. & Cent. America
Trinidad & Tobago,2012,17.07, S. & Cent. America
Trinidad & Tobago,2013,17.37, S. & Cent. America
Trinidad & Tobago,2014,17.04, S. & Cent. America
Trinidad & Tobago,2015,17.02, S. & Cent. America
Trinidad & Tobago,2016,15.1, S. & Cent. America
Trinidad & Tobago,2017,15.26, S. & Cent. America
Trinidad & Tobago,2018,15.3, S. & Cent. America
Venezuela,1965,7.52, S. & Cent. America
Venezuela,1966,7.88, S. & Cent. America
Venezuela,1967,8.64, S. & Cent. America
Venezuela,1968,8.92, S. & Cent. America
Venezuela,1969,9.18, S. & Cent. America
Venezuela,1970,8.56, S. & Cent. America
Venezuela,1971,8.29, S. & Cent. America
Venezuela,1972,8.24, S. & Cent. America
Venezuela,1973,10.16, S. & Cent. America
Venezuela,1974,10.73, S. & Cent. America
Venezuela,1975,10.44, S. & Cent. America
Venezuela,1976,12.94, S. & Cent. America
Venezuela,1977,14.13, S. & Cent. America
Venezuela,1978,14.25, S. & Cent. America
Venezuela,1979,15.96, S. & Cent. America
Venezuela,1980,16.43, S. & Cent. America
Venezuela,1981,16.52, S. & Cent. America
Venezuela,1982,17.63, S. & Cent. America
Venezuela,1983,17.36, S. & Cent. America
Venezuela,1984,19.2, S. & Cent. America
Venezuela,1985,19.23, S. & Cent. America
Venezuela,1986,21.17, S. & Cent. America
Venezuela,1987,20.63, S. & Cent. America
Venezuela,1988,21.12, S. & Cent. America
Venezuela,1989,21.69, S. & Cent. America
Venezuela,1990,24.38, S. & Cent. America
Venezuela,1991,24.31, S. & Cent. America
Venezuela,1992,23.99, S. & Cent. America
Venezuela,1993,25.9, S. & Cent. America
Venezuela,1994,27.39, S. & Cent. America
Venezuela,1995,30.53, S. & Cent. America
Venezuela,1996,33, S. & Cent. America
Venezuela,1997,34.22, S. & Cent. America
Venezuela,1998,35.89, S. & Cent. America
Venezuela,1999,30.43, S. & Cent. America
Venezuela,2000,31, S. & Cent. America
Venezuela,2001,32.85, S. & Cent. America
Venezuela,2002,31.54, S. & Cent. America
Venezuela,2003,28, S. & Cent. America
Venezuela,2004,31.53, S. & Cent. America
Venezuela,2005,30.44, S. & Cent. America
Venezuela,2006,34.95, S. & Cent. America
Venezuela,2007,37.27, S. & Cent. America
Venezuela,2008,34.9, S. & Cent. America
Venezuela,2009,34.22, S. & Cent. America
Venezuela,2010,31.27, S. & Cent. America
Venezuela,2011,33.33, S. & Cent. America
Venezuela,2012,34.61, S. & Cent. America
Venezuela,2013,32.31, S. & Cent. America
Venezuela,2014,34.03, S. & Cent. America
Venezuela,2015,37.04, S. & Cent. America
Venezuela,2016,37.54, S. & Cent. America
Venezuela,2017,38.81, S. & Cent. America
Venezuela,2018,33.41, S. & Cent. America
