country,year,oil_production_barrels,region
Gabon,2007,245.56, Africa
Gabon,2008,239.57, Africa
Gabon,2009,241, Africa
Gabon,2010,233.19, Africa
Gabon,2011,236.28, Africa
Gabon,2012,221.15, Africa
Gabon,2013,213.41, Africa
Gabon,2014,210.91, Africa
Gabon,2015,213.54, Africa
Gabon,2016,220.66, Africa
Gabon,2017,210.07, Africa
Gabon,2018,194, Africa
Libya,1965,1220, Africa
Libya,1966,1508, Africa
Libya,1967,1733, Africa
Libya,1968,2599, Africa
Libya,1969,3108, Africa
Libya,1970,3357, Africa
Libya,1971,2750, Africa
Libya,1972,2248, Africa
Libya,1973,2211, Africa
Libya,1974,1558, Africa
Libya,1975,1514, Africa
Libya,1976,1972, Africa
Libya,1977,2108, Africa
Libya,1978,2023, Africa
Libya,1979,2139, Africa
Libya,1980,1862, Africa
Libya,1981,1253, Africa
Libya,1982,1176, Africa
Libya,1983,1151, Africa
Libya,1984,1022, Africa
Libya,1985,1025, Africa
Libya,1986,1064, Africa
Libya,1987,1003, Africa
Libya,1988,1051, Africa
Libya,1989,1164, Africa
Libya,1990,1424, Africa
Libya,1991,1439, Africa
Libya,1992,1473, Africa
Libya,1993,1402, Africa
Libya,1994,1431, Africa
Libya,1995,1439, Africa
Libya,1996,1452, Africa
Libya,1997,1491, Africa
Libya,1998,1480, Africa
Libya,1999,1425, Africa
Libya,2000,1474.59, Africa
Libya,2001,1427.72, Africa
Libya,2002,1374.88, Africa
Libya,2003,1485, Africa
Libya,2004,1622.26, Africa
Libya,2005,1744.69, Africa
Libya,2006,1872.15, Africa
Libya,2007,1908.23, Africa
Libya,2008,1875.47, Africa
Libya,2009,1738.78, Africa
Libya,2010,1798.96, Africa
Libya,2011,516.03, Africa
Libya,2012,1538.53, Africa
Libya,2013,1047.84, Africa
Libya,2014,517.73, Africa
Libya,2015,436.64, Africa
Libya,2016,411.78, Africa
Libya,2017,928.95, Africa
Libya,2018,1009.53, Africa
Nigeria,1965,274.2, Africa
Nigeria,1966,417.6, Africa
Nigeria,1967,319.1, Africa
Nigeria,1968,141.3, Africa
Nigeria,1969,540.3, Africa
Nigeria,1970,1083.1, Africa
Nigeria,1971,1531.2, Africa
Nigeria,1972,1815.7, Africa
Nigeria,1973,2054.3, Africa
Nigeria,1974,2255, Africa
Nigeria,1975,1783.2, Africa
Nigeria,1976,2066.79, Africa
Nigeria,1977,2085.1, Africa
Nigeria,1978,1896.99, Africa
Nigeria,1979,2301.99, Africa
Nigeria,1980,2058, Africa
Nigeria,1981,1439.6, Africa
Nigeria,1982,1287, Africa
Nigeria,1983,1235.5, Africa
Nigeria,1984,1388, Africa
Nigeria,1985,1498.9, Africa
Nigeria,1986,1466.6, Africa
Nigeria,1987,1353, Africa
Nigeria,1988,1391.35, Africa
Nigeria,1989,1776.3, Africa
Nigeria,1990,1786.7, Africa
Nigeria,1991,1963.1, Africa
Nigeria,1992,2032, Africa
Nigeria,1993,2018.2, Africa
Nigeria,1994,1933.88, Africa
Nigeria,1995,1948.59, Africa
Nigeria,1996,1971.07, Africa
Nigeria,1997,1977.74, Africa
Nigeria,1998,2023.05, Africa
Nigeria,1999,1894.5, Africa
Nigeria,2000,2174.35, Africa
Nigeria,2001,2157.5, Africa
Nigeria,2002,1951.11, Africa
Nigeria,2003,2298.78, Africa
Nigeria,2004,2486.55, Africa
Nigeria,2005,2481.99, Africa
Nigeria,2006,2371.12, Africa
Nigeria,2007,2206.31, Africa
Nigeria,2008,2172.41, Africa
Nigeria,2009,2210.97, Africa
Nigeria,2010,2533.09, Africa
Nigeria,2011,2461.28, Africa
Nigeria,2012,2411.57, Africa
Nigeria,2013,2278.7, Africa
Nigeria,2014,2276.01, Africa
Nigeria,2015,2201.41, Africa
Nigeria,2016,1899.91, Africa
Nigeria,2017,1991.39, Africa
Nigeria,2018,2051.28, Africa
Other Africa,1965,2.14, Africa
Other Africa,1966,2.14, Africa
Other Africa,1967,2.06, Africa
Other Africa,1968,1.84, Africa
Other Africa,1969,1.2, Africa
Other Africa,1970,0.91, Africa
Other Africa,1971,0.48, Africa
Other Africa,1972,0.58, Africa
Other Africa,1973,0.87, Africa
Other Africa,1974,0.52, Africa
Other Africa,1975,0.42, Africa
Other Africa,1976,25.19, Africa
Other Africa,1977,24.21, Africa
Other Africa,1978,30.84, Africa
Other Africa,1979,55, Africa
Other Africa,1980,77.54, Africa
Other Africa,1981,119.13, Africa
Other Africa,1982,149.31, Africa
Other Africa,1983,163.01, Africa
Other Africa,1984,205.29, Africa
Other Africa,1985,241.48, Africa
Other Africa,1986,232.71, Africa
Other Africa,1987,218.85, Africa
Other Africa,1988,211.12, Africa
Other Africa,1989,195.84, Africa
Other Africa,1990,189.85, Africa
Other Africa,1991,175.96, Africa
Other Africa,1992,163.12, Africa
Other Africa,1993,166.27, Africa
Other Africa,1994,157.15, Africa
Other Africa,1995,157.17, Africa
Other Africa,1996,171.87, Africa
Other Africa,1997,188.14, Africa
Other Africa,1998,167.55, Africa
Other Africa,1999,150.51, Africa
Other Africa,2000,145.08, Africa
Other Africa,2001,136.24, Africa
Other Africa,2002,136.36, Africa
Other Africa,2003,140.26, Africa
Other Africa,2004,172.67, Africa
Other Africa,2005,177.2, Africa
Other Africa,2006,227.04, Africa
Other Africa,2007,191.12, Africa
Other Africa,2008,183.73, Africa
Other Africa,2009,181.48, Africa
Other Africa,2010,148.81, Africa
Other Africa,2011,197.95, Africa
Other Africa,2012,196, Africa
Other Africa,2013,225.38, Africa
Other Africa,2014,233.86, Africa
Other Africa,2015,276.44, Africa
Other Africa,2016,258.89, Africa
Other Africa,2017,303.64, Africa
Other Africa,2018,319.97, Africa
Republic of Congo,1965,1.38, Africa
Republic of Congo,1966,1.2, Africa
Republic of Congo,1967,0.97, Africa
Republic of Congo,1968,0.83, Africa
Republic of Congo,1969,0.47, Africa
Republic of Congo,1970,0.37, Africa
Republic of Congo,1971,0.27, Africa
Republic of Congo,1972,6.5, Africa
Republic of Congo,1973,40.56, Africa
Republic of Congo,1974,47.62, Africa
Republic of Congo,1975,34.7, Africa
Republic of Congo,1976,40.62, Africa
Republic of Congo,1977,31.79, Africa
Republic of Congo,1978,47.14, Africa
Republic of Congo,1979,53.58, Africa
Republic of Congo,1980,61.28, Africa
Republic of Congo,1981,79.55, Africa
Republic of Congo,1982,88.32, Africa
Republic of Congo,1983,104.07, Africa
Republic of Congo,1984,116.55, Africa
Republic of Congo,1985,115.16, Africa
Republic of Congo,1986,115.43, Africa
Republic of Congo,1987,122.53, Africa
Republic of Congo,1988,136.14, Africa
Republic of Congo,1989,154.44, Africa
Republic of Congo,1990,155.74, Africa
Republic of Congo,1991,156.23, Africa
Republic of Congo,1992,167.1, Africa
Republic of Congo,1993,185.01, Africa
Republic of Congo,1994,185.48, Africa
Republic of Congo,1995,179.75, Africa
Republic of Congo,1996,200.39, Africa
Republic of Congo,1997,224.74, Africa
Republic of Congo,1998,263.78, Africa
Republic of Congo,1999,266.27, Africa
Republic of Congo,2000,265, Africa
Republic of Congo,2001,248, Africa
Republic of Congo,2002,238, Africa
Republic of Congo,2003,217, Africa
Republic of Congo,2004,225, Africa
Republic of Congo,2005,246.78, Africa
Republic of Congo,2006,278.43, Africa
Republic of Congo,2007,223.93, Africa
Republic of Congo,2008,236.74, Africa
Republic of Congo,2009,276.09, Africa
Republic of Congo,2010,313.89, Africa
Republic of Congo,2011,300.56, Africa
Republic of Congo,2012,279.97, Africa
Republic of Congo,2013,242.55, Africa
Republic of Congo,2014,253.18, Africa
Republic of Congo,2015,234.21, Africa
Republic of Congo,2016,231.65, Africa
Republic of Congo,2017,269.3, Africa
Republic of Congo,2018,332.95, Africa
South Sudan,1965,, Africa
South Sudan,1966,, Africa
South Sudan,1967,, Africa
South Sudan,1968,, Africa
South Sudan,1969,, Africa
South Sudan,1970,, Africa
South Sudan,1971,, Africa
South Sudan,1972,, Africa
South Sudan,1973,, Africa
South Sudan,1974,, Africa
South Sudan,1975,, Africa
South Sudan,1976,, Africa
South Sudan,1977,, Africa
South Sudan,1978,, Africa
South Sudan,1979,, Africa
South Sudan,1980,, Africa
South Sudan,1981,, Africa
South Sudan,1982,, Africa
South Sudan,1983,, Africa
South Sudan,1984,, Africa
South Sudan,1985,, Africa
South Sudan,1986,, Africa
South Sudan,1987,, Africa
South Sudan,1988,, Africa
South Sudan,1989,, Africa
South Sudan,1990,, Africa
South Sudan,1991,, Africa
South Sudan,1992,, Africa
South Sudan,1993,, Africa
South Sudan,1994,, Africa
South Sudan,1995,, Africa
South Sudan,1996,, Africa
South Sudan,1997,, Africa
South Sudan,1998,, Africa
South Sudan,1999,, Africa
South Sudan,2000,, Africa
South Sudan,2001,, Africa
South Sudan,2002,, Africa
South Sudan,2003,, Africa
South Sudan,2004,, Africa
South Sudan,2005,, Africa
South Sudan,2006,, Africa
South Sudan,2007,, Africa
South Sudan,2008,, Africa
South Sudan,2009,, Africa
South Sudan,2010,, Africa
South Sudan,2011,, Africa
South Sudan,2012,31.04, Africa
South Sudan,2013,99.73, Africa
South Sudan,2014,155.35, Africa
South Sudan,2015,147.74, Africa
South Sudan,2016,117.21, Africa
South Sudan,2017,111.2, Africa
South Sudan,2018,130.72, Africa
Sudan,1965,, Africa
Sudan,1966,, Africa
Sudan,1967,, Africa
Sudan,1968,, Africa
Sudan,1969,, Africa
Sudan,1970,, Africa
Sudan,1971,, Africa
Sudan,1972,, Africa
Sudan,1973,, Africa
Sudan,1974,, Africa
Sudan,1975,, Africa
Sudan,1976,, Africa
Sudan,1977,, Africa
Sudan,1978,, Africa
Sudan,1979,, Africa
Sudan,1980,, Africa
Sudan,1981,, Africa
Sudan,1982,, Africa
Sudan,1983,, Africa
Sudan,1984,, Africa
Sudan,1985,, Africa
Sudan,1986,, Africa
Sudan,1987,, Africa
Sudan,1988,, Africa
Sudan,1989,, Africa
Sudan,1990,, Africa
Sudan,1991,, Africa
Sudan,1992,, Africa
Sudan,1993,2, Africa
Sudan,1994,2, Africa
Sudan,1995,2, Africa
Sudan,1996,5, Africa
Sudan,1997,9, Africa
Sudan,1998,12, Africa
Sudan,1999,63, Africa
Sudan,2000,179.13, Africa
Sudan,2001,209.01, Africa
Sudan,2002,236.18, Africa
Sudan,2003,262.13, Africa
Sudan,2004,291.14, Africa
Sudan,2005,293.68, Africa
Sudan,2006,356.16, Africa
Sudan,2007,483.12, Africa
Sudan,2008,456.95, Africa
Sudan,2009,475.21, Africa
Sudan,2010,462.07, Africa
Sudan,2011,291, Africa
Sudan,2012,103.11, Africa
Sudan,2013,117.85, Africa
Sudan,2014,119.6, Africa
Sudan,2015,109.06, Africa
Sudan,2016,103.61, Africa
Sudan,2017,94.62, Africa
Sudan,2018,100.04, Africa
Tunisia,1965,, Africa
Tunisia,1966,16.24, Africa
Tunisia,1967,47.21, Africa
Tunisia,1968,67.05, Africa
Tunisia,1969,78.1, Africa
Tunisia,1970,87.46, Africa
Tunisia,1971,86.57, Africa
Tunisia,1972,83.56, Africa
Tunisia,1973,81.7, Africa
Tunisia,1974,87.2, Africa
Tunisia,1975,97.1, Africa
Tunisia,1976,77.95, Africa
Tunisia,1977,90.68, Africa
Tunisia,1978,104.16, Africa
Tunisia,1979,116.64, Africa
Tunisia,1980,118.23, Africa
Tunisia,1981,113.92, Africa
Tunisia,1982,108.42, Africa
Tunisia,1983,116.55, Africa
Tunisia,1984,115.14, Africa
Tunisia,1985,113.94, Africa
Tunisia,1986,110.61, Africa
Tunisia,1987,105.62, Africa
Tunisia,1988,103.89, Africa
Tunisia,1989,104.71, Africa
Tunisia,1990,101.75, Africa
Tunisia,1991,116.6, Africa
Tunisia,1992,116.62, Africa
Tunisia,1993,105.95, Africa
Tunisia,1994,97.63, Africa
Tunisia,1995,95.22, Africa
Tunisia,1996,94.24, Africa
Tunisia,1997,89.61, Africa
Tunisia,1998,87.52, Africa
Tunisia,1999,90.18, Africa
Tunisia,2000,82.4, Africa
Tunisia,2001,76.12, Africa
Tunisia,2002,79.55, Africa
Tunisia,2003,72.79, Africa
Tunisia,2004,74.82, Africa
Tunisia,2005,78.37, Africa
Tunisia,2006,75.65, Africa
Tunisia,2007,104.2, Africa
Tunisia,2008,95.72, Africa
Tunisia,2009,91.29, Africa
Tunisia,2010,82.9, Africa
Tunisia,2011,76.56, Africa
Tunisia,2012,82.15, Africa
Tunisia,2013,76.25, Africa
Tunisia,2014,71.02, Africa
Tunisia,2015,63.63, Africa
Tunisia,2016,59.72, Africa
Tunisia,2017,48.09, Africa
Tunisia,2018,50.18, Africa
Australia,1965,7, Asia Pacific
Australia,1966,9, Asia Pacific
Australia,1967,21, Asia Pacific
Australia,1968,39, Asia Pacific
Australia,1969,45, Asia Pacific
Australia,1970,176, Asia Pacific
Australia,1971,315, Asia Pacific
Australia,1972,337, Asia Pacific
Australia,1973,424, Asia Pacific
Australia,1974,420, Asia Pacific
Australia,1975,451, Asia Pacific
Australia,1976,461, Asia Pacific
Australia,1977,490, Asia Pacific
Australia,1978,490, Asia Pacific
Australia,1979,491, Asia Pacific
Australia,1980,460, Asia Pacific
Australia,1981,449, Asia Pacific
Australia,1982,443, Asia Pacific
Australia,1983,431, Asia Pacific
Australia,1984,562.77, Asia Pacific
Australia,1985,655.2, Asia Pacific
Australia,1986,588.22, Asia Pacific
Australia,1987,623.41, Asia Pacific
Australia,1988,592.69, Asia Pacific
Australia,1989,562.36, Asia Pacific
Australia,1990,647.18, Asia Pacific
Australia,1991,613.09, Asia Pacific
Australia,1992,605.03, Asia Pacific
Australia,1993,567.79, Asia Pacific
Australia,1994,609.99, Asia Pacific
Australia,1995,578.84, Asia Pacific
Australia,1996,611.57, Asia Pacific
Australia,1997,658.27, Asia Pacific
Australia,1998,630.1, Asia Pacific
Australia,1999,612.48, Asia Pacific
Australia,2000,805.6, Asia Pacific
Australia,2001,747.97, Asia Pacific
Australia,2002,748.87, Asia Pacific
Australia,2003,654.85, Asia Pacific
Australia,2004,574.03, Asia Pacific
Australia,2005,569.81, Asia Pacific
Australia,2006,531.65, Asia Pacific
Australia,2007,549.41, Asia Pacific
Australia,2008,537.79, Asia Pacific
Australia,2009,507.19, Asia Pacific
Australia,2010,547.84, Asia Pacific
Australia,2011,482.57, Asia Pacific
Australia,2012,478.63, Asia Pacific
Australia,2013,406.88, Asia Pacific
Australia,2014,435.85, Asia Pacific
Australia,2015,384.28, Asia Pacific
Australia,2016,361.06, Asia Pacific
Australia,2017,348.14, Asia Pacific
Australia,2018,355.85, Asia Pacific
Brunei,1965,80, Asia Pacific
Brunei,1966,96, Asia Pacific
Brunei,1967,104, Asia Pacific
Brunei,1968,122, Asia Pacific
Brunei,1969,124, Asia Pacific
Brunei,1970,136, Asia Pacific
Brunei,1971,129, Asia Pacific
Brunei,1972,182, Asia Pacific
Brunei,1973,231, Asia Pacific
Brunei,1974,198, Asia Pacific
Brunei,1975,187, Asia Pacific
Brunei,1976,217, Asia Pacific
Brunei,1977,227, Asia Pacific
Brunei,1978,240, Asia Pacific
Brunei,1979,261, Asia Pacific
Brunei,1980,240, Asia Pacific
Brunei,1981,175, Asia Pacific
Brunei,1982,179, Asia Pacific
Brunei,1983,179, Asia Pacific
Brunei,1984,172, Asia Pacific
Brunei,1985,168, Asia Pacific
Brunei,1986,165, Asia Pacific
Brunei,1987,155, Asia Pacific
Brunei,1988,150, Asia Pacific
Brunei,1989,150, Asia Pacific
Brunei,1990,152, Asia Pacific
Brunei,1991,164, Asia Pacific
Brunei,1992,182, Asia Pacific
Brunei,1993,175, Asia Pacific
Brunei,1994,179, Asia Pacific
Brunei,1995,175, Asia Pacific
Brunei,1996,165, Asia Pacific
Brunei,1997,163, Asia Pacific
Brunei,1998,157, Asia Pacific
Brunei,1999,182, Asia Pacific
Brunei,2000,193, Asia Pacific
Brunei,2001,203, Asia Pacific
Brunei,2002,210, Asia Pacific
Brunei,2003,214, Asia Pacific
Brunei,2004,210.44, Asia Pacific
Brunei,2005,206.02, Asia Pacific
Brunei,2006,220.75, Asia Pacific
Brunei,2007,194.21, Asia Pacific
Brunei,2008,174.8, Asia Pacific
Brunei,2009,168.36, Asia Pacific
Brunei,2010,172.19, Asia Pacific
Brunei,2011,165.36, Asia Pacific
Brunei,2012,159.03, Asia Pacific
Brunei,2013,135.16, Asia Pacific
Brunei,2014,126.42, Asia Pacific
Brunei,2015,126.75, Asia Pacific
Brunei,2016,120.91, Asia Pacific
Brunei,2017,113.17, Asia Pacific
Brunei,2018,111.51, Asia Pacific
China,1965,227.13, Asia Pacific
China,1966,292.2, Asia Pacific
China,1967,278.74, Asia Pacific
China,1968,320.24, Asia Pacific
China,1969,436.59, Asia Pacific
China,1970,615.52, Asia Pacific
China,1971,791.44, Asia Pacific
China,1972,914.65, Asia Pacific
China,1973,1076.61, Asia Pacific
China,1974,1302.33, Asia Pacific
China,1975,1547.53, Asia Pacific
China,1976,1745.58, Asia Pacific
China,1977,1880.5, Asia Pacific
China,1978,2089.55, Asia Pacific
China,1979,2131.72, Asia Pacific
China,1980,2121.89, Asia Pacific
China,1981,2032.72, Asia Pacific
China,1982,2050.79, Asia Pacific
China,1983,2130.12, Asia Pacific
China,1984,2295.33, Asia Pacific
China,1985,2508.27, Asia Pacific
China,1986,2624.54, Asia Pacific
China,1987,2693.83, Asia Pacific
China,1988,2744.74, Asia Pacific
China,1989,2764.11, Asia Pacific
China,1990,2777.57, Asia Pacific
China,1991,2831.39, Asia Pacific
China,1992,2844.68, Asia Pacific
China,1993,2892.44, Asia Pacific
China,1994,2933.61, Asia Pacific
China,1995,2992.65, Asia Pacific
China,1996,3174.73, Asia Pacific
China,1997,3215.76, Asia Pacific
China,1998,3216.77, Asia Pacific
China,1999,3217.57, Asia Pacific
China,2000,3256.84, Asia Pacific
China,2001,3310.15, Asia Pacific
China,2002,3351.04, Asia Pacific
China,2003,3405.64, Asia Pacific
China,2004,3485.78, Asia Pacific
China,2005,3641.96, Asia Pacific
China,2006,3710.5, Asia Pacific
China,2007,3741.68, Asia Pacific
China,2008,3814, Asia Pacific
China,2009,3805.37, Asia Pacific
China,2010,4076.97, Asia Pacific
China,2011,4074.18, Asia Pacific
China,2012,4155.23, Asia Pacific
China,2013,4216.44, Asia Pacific
China,2014,4245.96, Asia Pacific
China,2015,4308.84, Asia Pacific
China,2016,3999.16, Asia Pacific
China,2017,3845.86, Asia Pacific
China,2018,3797.66, Asia Pacific
India,1965,62.34, Asia Pacific
India,1966,95.87, Asia Pacific
India,1967,116.91, Asia Pacific
India,1968,120.42, Asia Pacific
India,1969,138.7, Asia Pacific
India,1970,140.47, Asia Pacific
India,1971,148.23, Asia Pacific
India,1972,151.69, Asia Pacific
India,1973,148.5, Asia Pacific
India,1974,154.52, Asia Pacific
India,1975,170.88, Asia Pacific
India,1976,178.15, Asia Pacific
India,1977,210.12, Asia Pacific
India,1978,232.52, Asia Pacific
India,1979,264.87, Asia Pacific
India,1980,193.37, Asia Pacific
India,1981,309.49, Asia Pacific
India,1982,411.79, Asia Pacific
India,1983,525.42, Asia Pacific
India,1984,582.96, Asia Pacific
India,1985,626.88, Asia Pacific
India,1986,657.55, Asia Pacific
India,1987,639.06, Asia Pacific
India,1988,672.1, Asia Pacific
India,1989,719.21, Asia Pacific
India,1990,714.54, Asia Pacific
India,1991,676.96, Asia Pacific
India,1992,615.06, Asia Pacific
India,1993,590.31, Asia Pacific
India,1994,683.66, Asia Pacific
India,1995,773.86, Asia Pacific
India,1996,736.11, Asia Pacific
India,1997,753.69, Asia Pacific
India,1998,736.83, Asia Pacific
India,1999,736.24, Asia Pacific
India,2000,725.57, Asia Pacific
India,2001,729.66, Asia Pacific
India,2002,753.25, Asia Pacific
India,2003,761.24, Asia Pacific
India,2004,777.02, Asia Pacific
India,2005,755.12, Asia Pacific
India,2006,777.66, Asia Pacific
India,2007,785.71, Asia Pacific
India,2008,818.1, Asia Pacific
India,2009,837.68, Asia Pacific
India,2010,901.39, Asia Pacific
India,2011,936.79, Asia Pacific
India,2012,925.71, Asia Pacific
India,2013,925.89, Asia Pacific
India,2014,905.39, Asia Pacific
India,2015,893.46, Asia Pacific
India,2016,873.75, Asia Pacific
India,2017,884.31, Asia Pacific
India,2018,868.89, Asia Pacific
Indonesia,1965,486, Asia Pacific
Indonesia,1966,474, Asia Pacific
Indonesia,1967,510, Asia Pacific
Indonesia,1968,599, Asia Pacific
Indonesia,1969,642, Asia Pacific
Indonesia,1970,854, Asia Pacific
Indonesia,1971,892, Asia Pacific
Indonesia,1972,1081, Asia Pacific
Indonesia,1973,1338, Asia Pacific
Indonesia,1974,1375, Asia Pacific
Indonesia,1975,1306, Asia Pacific
Indonesia,1976,1504, Asia Pacific
Indonesia,1977,1685, Asia Pacific
Indonesia,1978,1635, Asia Pacific
Indonesia,1979,1590, Asia Pacific
Indonesia,1980,1577, Asia Pacific
Indonesia,1981,1602, Asia Pacific
Indonesia,1982,1337, Asia Pacific
Indonesia,1983,1419, Asia Pacific
Indonesia,1984,1505, Asia Pacific
Indonesia,1985,1342, Asia Pacific
Indonesia,1986,1429, Asia Pacific
Indonesia,1987,1420, Asia Pacific
Indonesia,1988,1373, Asia Pacific
Indonesia,1989,1481, Asia Pacific
Indonesia,1990,1539, Asia Pacific
Indonesia,1991,1669, Asia Pacific
Indonesia,1992,1579, Asia Pacific
Indonesia,1993,1588, Asia Pacific
Indonesia,1994,1589, Asia Pacific
Indonesia,1995,1578, Asia Pacific
Indonesia,1996,1580, Asia Pacific
Indonesia,1997,1557, Asia Pacific
Indonesia,1998,1520, Asia Pacific
Indonesia,1999,1408, Asia Pacific
Indonesia,2000,1455.57, Asia Pacific
Indonesia,2001,1387.04, Asia Pacific
Indonesia,2002,1289.46, Asia Pacific
Indonesia,2003,1175.55, Asia Pacific
Indonesia,2004,1129.71, Asia Pacific
Indonesia,2005,1095.69, Asia Pacific
Indonesia,2006,1017.76, Asia Pacific
Indonesia,2007,971.75, Asia Pacific
Indonesia,2008,1005.64, Asia Pacific
Indonesia,2009,994.27, Asia Pacific
Indonesia,2010,1003.02, Asia Pacific
Indonesia,2011,952.28, Asia Pacific
Indonesia,2012,917.01, Asia Pacific
Indonesia,2013,882.98, Asia Pacific
Indonesia,2014,847.04, Asia Pacific
Indonesia,2015,837.65, Asia Pacific
Indonesia,2016,875.75, Asia Pacific
Indonesia,2017,837.97, Asia Pacific
Indonesia,2018,808.48, Asia Pacific
Malaysia,1965,1, Asia Pacific
Malaysia,1966,1, Asia Pacific
Malaysia,1967,1, Asia Pacific
Malaysia,1968,4, Asia Pacific
Malaysia,1969,9, Asia Pacific
Malaysia,1970,18, Asia Pacific
Malaysia,1971,69, Asia Pacific
Malaysia,1972,93, Asia Pacific
Malaysia,1973,91, Asia Pacific
Malaysia,1974,81, Asia Pacific
Malaysia,1975,98, Asia Pacific
Malaysia,1976,167, Asia Pacific
Malaysia,1977,183, Asia Pacific
Malaysia,1978,216, Asia Pacific
Malaysia,1979,282, Asia Pacific
Malaysia,1980,276, Asia Pacific
Malaysia,1981,259, Asia Pacific
