country,year,oil_consumption_barrels,region
Lithuania,1993,72.75, Europe
Lithuania,1994,67.11, Europe
Lithuania,1995,62.06, Europe
Lithuania,1996,63.96, Europe
Lithuania,1997,64.42, Europe
Lithuania,1998,73.35, Europe
Lithuania,1999,61.09, Europe
Lithuania,2000,47.99, Europe
Lithuania,2001,54.76, Europe
Lithuania,2002,51.46, Europe
Lithuania,2003,49.75, Europe
Lithuania,2004,53.36, Europe
Lithuania,2005,57.14, Europe
Lithuania,2006,57.96, Europe
Lithuania,2007,58.38, Europe
Lithuania,2008,62.79, Europe
Lithuania,2009,53.64, Europe
Lithuania,2010,55.02, Europe
Lithuania,2011,53.29, Europe
Lithuania,2012,54.52, Europe
Lithuania,2013,53.18, Europe
Lithuania,2014,52.51, Europe
Lithuania,2015,57.01, Europe
Lithuania,2016,61.24, Europe
Lithuania,2017,63.81, Europe
Lithuania,2018,64.4, Europe
Luxembourg,1965,16.15, Europe
Luxembourg,1966,18.28, Europe
Luxembourg,1967,20.11, Europe
Luxembourg,1968,22.16, Europe
Luxembourg,1969,24.63, Europe
Luxembourg,1970,26.15, Europe
Luxembourg,1971,27.29, Europe
Luxembourg,1972,28.7, Europe
Luxembourg,1973,31.84, Europe
Luxembourg,1974,28.73, Europe
Luxembourg,1975,25.9, Europe
Luxembourg,1976,27.94, Europe
Luxembourg,1977,27.67, Europe
Luxembourg,1978,28.03, Europe
Luxembourg,1979,26.41, Europe
Luxembourg,1980,22.45, Europe
Luxembourg,1981,21.76, Europe
Luxembourg,1982,21.51, Europe
Luxembourg,1983,20.55, Europe
Luxembourg,1984,20.58, Europe
Luxembourg,1985,21.88, Europe
Luxembourg,1986,23.7, Europe
Luxembourg,1987,26.63, Europe
Luxembourg,1988,27.21, Europe
Luxembourg,1989,29.96, Europe
Luxembourg,1990,32.95, Europe
Luxembourg,1991,38.41, Europe
Luxembourg,1992,39.5, Europe
Luxembourg,1993,39.45, Europe
Luxembourg,1994,39.57, Europe
Luxembourg,1995,37.25, Europe
Luxembourg,1996,38.53, Europe
Luxembourg,1997,40.52, Europe
Luxembourg,1998,42.25, Europe
Luxembourg,1999,45.12, Europe
Luxembourg,2000,48.19, Europe
Luxembourg,2001,51.27, Europe
Luxembourg,2002,52.14, Europe
Luxembourg,2003,55.88, Europe
Luxembourg,2004,62.98, Europe
Luxembourg,2005,64.74, Europe
Luxembourg,2006,61.49, Europe
Luxembourg,2007,60.84, Europe
Luxembourg,2008,61.1, Europe
Luxembourg,2009,57.36, Europe
Luxembourg,2010,59.93, Europe
Luxembourg,2011,61.29, Europe
Luxembourg,2012,58.98, Europe
Luxembourg,2013,58.28, Europe
Luxembourg,2014,56.62, Europe
Luxembourg,2015,56.01, Europe
Luxembourg,2016,55.98, Europe
Luxembourg,2017,59.18, Europe
Luxembourg,2018,62.53, Europe
Netherlands,1965,477.89, Europe
Netherlands,1966,521.76, Europe
Netherlands,1967,533.56, Europe
Netherlands,1968,572.52, Europe
Netherlands,1969,625.22, Europe
Netherlands,1970,699.75, Europe
Netherlands,1971,695.69, Europe
Netherlands,1972,776.91, Europe
Netherlands,1973,808.2, Europe
Netherlands,1974,697.98, Europe
Netherlands,1975,687.9, Europe
Netherlands,1976,771.36, Europe
Netherlands,1977,744.16, Europe
Netherlands,1978,774.95, Europe
Netherlands,1979,838.55, Europe
Netherlands,1980,779.54, Europe
Netherlands,1981,725.93, Europe
Netherlands,1982,640.22, Europe
Netherlands,1983,609.97, Europe
Netherlands,1984,611.52, Europe
Netherlands,1985,621.8, Europe
Netherlands,1986,685.27, Europe
Netherlands,1987,691.53, Europe
Netherlands,1988,726.66, Europe
Netherlands,1989,719.6, Europe
Netherlands,1990,750.77, Europe
Netherlands,1991,711.57, Europe
Netherlands,1992,756.18, Europe
Netherlands,1993,744.88, Europe
Netherlands,1994,740.91, Europe
Netherlands,1995,783.68, Europe
Netherlands,1996,778.4, Europe
Netherlands,1997,810.87, Europe
Netherlands,1998,820.38, Europe
Netherlands,1999,840.45, Europe
Netherlands,2000,844.71, Europe
Netherlands,2001,886.23, Europe
Netherlands,2002,898.16, Europe
Netherlands,2003,901.02, Europe
Netherlands,2004,938.19, Europe
Netherlands,2005,990.49, Europe
Netherlands,2006,982.54, Europe
Netherlands,2007,1033.89, Europe
Netherlands,2008,979.43, Europe
Netherlands,2009,945.24, Europe
Netherlands,2010,964.06, Europe
Netherlands,2011,970.79, Europe
Netherlands,2012,925.18, Europe
Netherlands,2013,897.86, Europe
Netherlands,2014,865.85, Europe
Netherlands,2015,834.29, Europe
Netherlands,2016,850.51, Europe
Netherlands,2017,828.59, Europe
Netherlands,2018,860.33, Europe
North Macedonia,1965,, Europe
North Macedonia,1966,, Europe
North Macedonia,1967,, Europe
North Macedonia,1968,, Europe
North Macedonia,1969,, Europe
North Macedonia,1970,, Europe
North Macedonia,1971,, Europe
North Macedonia,1972,, Europe
North Macedonia,1973,, Europe
North Macedonia,1974,, Europe
North Macedonia,1975,, Europe
North Macedonia,1976,, Europe
North Macedonia,1977,, Europe
North Macedonia,1978,, Europe
North Macedonia,1979,, Europe
North Macedonia,1980,, Europe
North Macedonia,1981,, Europe
North Macedonia,1982,, Europe
North Macedonia,1983,, Europe
North Macedonia,1984,, Europe
North Macedonia,1985,, Europe
North Macedonia,1986,, Europe
North Macedonia,1987,, Europe
North Macedonia,1988,, Europe
North Macedonia,1989,, Europe
North Macedonia,1990,21.1, Europe
North Macedonia,1991,19.02, Europe
North Macedonia,1992,20.26, Europe
North Macedonia,1993,21.94, Europe
North Macedonia,1994,16.93, Europe
North Macedonia,1995,16.14, Europe
North Macedonia,1996,24.28, Europe
North Macedonia,1997,20.56, Europe
North Macedonia,1998,18.54, Europe
North Macedonia,1999,18.79, Europe
North Macedonia,2000,18.89, Europe
North Macedonia,2001,15.58, Europe
North Macedonia,2002,17.69, Europe
North Macedonia,2003,17.15, Europe
North Macedonia,2004,17.45, Europe
North Macedonia,2005,18.02, Europe
North Macedonia,2006,18.9, Europe
North Macedonia,2007,20.57, Europe
North Macedonia,2008,18.77, Europe
North Macedonia,2009,19.58, Europe
North Macedonia,2010,18.95, Europe
North Macedonia,2011,19.56, Europe
North Macedonia,2012,18.81, Europe
North Macedonia,2013,18.61, Europe
North Macedonia,2014,18.56, Europe
North Macedonia,2015,19.94, Europe
North Macedonia,2016,22.14, Europe
North Macedonia,2017,21.38, Europe
North Macedonia,2018,20.98, Europe
Norway,1965,99.45, Europe
Norway,1966,112.01, Europe
Norway,1967,116.59, Europe
Norway,1968,129.53, Europe
Norway,1969,142.95, Europe
Norway,1970,161.01, Europe
Norway,1971,160.12, Europe
Norway,1972,167.51, Europe
Norway,1973,171.94, Europe
Norway,1974,156.37, Europe
Norway,1975,162.42, Europe
Norway,1976,178.54, Europe
Norway,1977,176.65, Europe
Norway,1978,200.47, Europe
Norway,1979,199.83, Europe
Norway,1980,198.84, Europe
Norway,1981,186.37, Europe
Norway,1982,180.13, Europe
Norway,1983,176.15, Europe
Norway,1984,185.43, Europe
Norway,1985,195.2, Europe
Norway,1986,205.95, Europe
Norway,1987,209.33, Europe
Norway,1988,196.35, Europe
Norway,1989,197.78, Europe
Norway,1990,191.77, Europe
Norway,1991,178.55, Europe
Norway,1992,182.02, Europe
Norway,1993,195.02, Europe
Norway,1994,197.24, Europe
Norway,1995,194.93, Europe
Norway,1996,205.8, Europe
Norway,1997,209.42, Europe
Norway,1998,210.5, Europe
Norway,1999,207.73, Europe
Norway,2000,193.9, Europe
Norway,2001,221.14, Europe
Norway,2002,215.23, Europe
Norway,2003,224.03, Europe
Norway,2004,217.73, Europe
Norway,2005,216.22, Europe
Norway,2006,220.67, Europe
Norway,2007,220.39, Europe
Norway,2008,218.24, Europe
Norway,2009,221.73, Europe
Norway,2010,229.22, Europe
Norway,2011,226.71, Europe
Norway,2012,226.16, Europe
Norway,2013,229.56, Europe
Norway,2014,217.24, Europe
Norway,2015,223.41, Europe
Norway,2016,217.4, Europe
Norway,2017,223.01, Europe
Norway,2018,234.39, Europe
Other Europe,1965,81.31, Europe
Other Europe,1966,95.58, Europe
Other Europe,1967,116.56, Europe
Other Europe,1968,134.79, Europe
Other Europe,1969,145.18, Europe
Other Europe,1970,172.81, Europe
Other Europe,1971,217.63, Europe
Other Europe,1972,226.6, Europe
Other Europe,1973,247.76, Europe
Other Europe,1974,278.87, Europe
Other Europe,1975,273.82, Europe
Other Europe,1976,291, Europe
Other Europe,1977,317.06, Europe
Other Europe,1978,347.56, Europe
Other Europe,1979,372.01, Europe
Other Europe,1980,341.9, Europe
Other Europe,1981,315.43, Europe
Other Europe,1982,323.46, Europe
Other Europe,1983,347.04, Europe
Other Europe,1984,324.08, Europe
Other Europe,1985,450.05, Europe
Other Europe,1986,471.67, Europe
Other Europe,1987,474.11, Europe
Other Europe,1988,507.08, Europe
Other Europe,1989,486.91, Europe
Other Europe,1990,327.56, Europe
Other Europe,1991,252.79, Europe
Other Europe,1992,191.52, Europe
Other Europe,1993,171.44, Europe
Other Europe,1994,159.32, Europe
Other Europe,1995,152.83, Europe
Other Europe,1996,183.54, Europe
Other Europe,1997,203.14, Europe
Other Europe,1998,193.13, Europe
Other Europe,1999,170.86, Europe
Other Europe,2000,186.27, Europe
Other Europe,2001,216.93, Europe
Other Europe,2002,233.11, Europe
Other Europe,2003,255.56, Europe
Other Europe,2004,277.15, Europe
Other Europe,2005,289.74, Europe
Other Europe,2006,298.09, Europe
Other Europe,2007,313.74, Europe
Other Europe,2008,314.14, Europe
Other Europe,2009,314.95, Europe
Other Europe,2010,318.54, Europe
Other Europe,2011,319.76, Europe
Other Europe,2012,299.75, Europe
Other Europe,2013,297.77, Europe
Other Europe,2014,297.29, Europe
Other Europe,2015,307.1, Europe
Other Europe,2016,329.28, Europe
Other Europe,2017,339.06, Europe
Other Europe,2018,331.63, Europe
Poland,1965,108.75, Europe
Poland,1966,113.89, Europe
Poland,1967,124.18, Europe
Poland,1968,154.4, Europe
Poland,1969,170.27, Europe
Poland,1970,181.14, Europe
Poland,1971,191.04, Europe
Poland,1972,213.61, Europe
Poland,1973,238.11, Europe
Poland,1974,250, Europe
Poland,1975,271.61, Europe
Poland,1976,298.06, Europe
Poland,1977,320.04, Europe
Poland,1978,342.82, Europe
Poland,1979,349.13, Europe
Poland,1980,346.72, Europe
Poland,1981,325.07, Europe
Poland,1982,307.3, Europe
Poland,1983,318.66, Europe
Poland,1984,325.98, Europe
Poland,1985,332.04, Europe
Poland,1986,344.27, Europe
Poland,1987,349.21, Europe
Poland,1988,356.79, Europe
Poland,1989,356.42, Europe
Poland,1990,325.35, Europe
Poland,1991,308.39, Europe
Poland,1992,284.69, Europe
Poland,1993,292, Europe
Poland,1994,309.26, Europe
Poland,1995,316.53, Europe
Poland,1996,369.92, Europe
Poland,1997,388.43, Europe
Poland,1998,439.66, Europe
Poland,1999,463.12, Europe
Poland,2000,426.19, Europe
Poland,2001,419.36, Europe
Poland,2002,429.6, Europe
Poland,2003,440.94, Europe
Poland,2004,469.5, Europe
Poland,2005,487.1, Europe
Poland,2006,529.94, Europe
Poland,2007,548.46, Europe
Poland,2008,567.12, Europe
Poland,2009,566.62, Europe
Poland,2010,594.01, Europe
Poland,2011,591.66, Europe
Poland,2012,571.02, Europe
Poland,2013,538.09, Europe
Poland,2014,538.38, Europe
Poland,2015,559.07, Europe
Poland,2016,605.8, Europe
Poland,2017,662.27, Europe
Poland,2018,684.59, Europe
Portugal,1965,50.25, Europe
Portugal,1966,51.67, Europe
Portugal,1967,56.92, Europe
Portugal,1968,60.96, Europe
Portugal,1969,64.54, Europe
Portugal,1970,91.52, Europe
Portugal,1971,103.56, Europe
Portugal,1972,112.39, Europe
Portugal,1973,123.79, Europe
Portugal,1974,131.25, Europe
Portugal,1975,137.72, Europe
Portugal,1976,143.56, Europe
Portugal,1977,143.1, Europe
Portugal,1978,148.07, Europe
Portugal,1979,157.88, Europe
Portugal,1980,167.84, Europe
Portugal,1981,177.42, Europe
Portugal,1982,187.03, Europe
Portugal,1983,187.74, Europe
Portugal,1984,187.78, Europe
Portugal,1985,185, Europe
Portugal,1986,198.26, Europe
Portugal,1987,194.17, Europe
Portugal,1988,205.55, Europe
Portugal,1989,253.53, Europe
Portugal,1990,237.44, Europe
Portugal,1991,245.62, Europe
Portugal,1992,269.46, Europe
Portugal,1993,257.82, Europe
Portugal,1994,259.66, Europe
Portugal,1995,290, Europe
Portugal,1996,277.97, Europe
Portugal,1997,297.77, Europe
Portugal,1998,322.47, Europe
Portugal,1999,333.83, Europe
Portugal,2000,327.99, Europe
Portugal,2001,326.67, Europe
Portugal,2002,337.77, Europe
Portugal,2003,318.83, Europe
Portugal,2004,323.11, Europe
Portugal,2005,332.03, Europe
Portugal,2006,297.77, Europe
Portugal,2007,304.41, Europe
Portugal,2008,292.64, Europe
Portugal,2009,273.76, Europe
Portugal,2010,272.04, Europe
Portugal,2011,255.9, Europe
Portugal,2012,231.21, Europe
Portugal,2013,241.39, Europe
Portugal,2014,241.25, Europe
Portugal,2015,246.2, Europe
Portugal,2016,240.2, Europe
Portugal,2017,245.92, Europe
Portugal,2018,236.13, Europe
Romania,1965,142.55, Europe
Romania,1966,148.9, Europe
Romania,1967,169.97, Europe
Romania,1968,180.33, Europe
Romania,1969,200.3, Europe
Romania,1970,217.61, Europe
Romania,1971,221.92, Europe
Romania,1972,235.97, Europe
Romania,1973,265.2, Europe
Romania,1974,244.41, Europe
Romania,1975,278.6, Europe
Romania,1976,310.03, Europe
Romania,1977,332.59, Europe
Romania,1978,365.78, Europe
Romania,1979,387.13, Europe
Romania,1980,365.71, Europe
Romania,1981,327.97, Europe
Romania,1982,325.06, Europe
Romania,1983,291.27, Europe
Romania,1984,278.71, Europe
Romania,1985,295.07, Europe
Romania,1986,314.3, Europe
Romania,1987,346.62, Europe
Romania,1988,324.38, Europe
Romania,1989,335.84, Europe
Romania,1990,363.12, Europe
Romania,1991,299.99, Europe
Romania,1992,252.34, Europe
Romania,1993,235.01, Europe
Romania,1994,219.47, Europe
Romania,1995,266.64, Europe
Romania,1996,252.57, Europe
Romania,1997,267.69, Europe
Romania,1998,235.89, Europe
Romania,1999,190.46, Europe
Romania,2000,197.03, Europe
Romania,2001,210.99, Europe
Romania,2002,219.81, Europe
Romania,2003,194.17, Europe
Romania,2004,223.39, Europe
Romania,2005,217.58, Europe
Romania,2006,213.96, Europe
Romania,2007,218.23, Europe
Romania,2008,216.18, Europe
Romania,2009,195.32, Europe
Romania,2010,184.02, Europe
Romania,2011,190.77, Europe
Romania,2012,190.87, Europe
Romania,2013,173.86, Europe
Romania,2014,186.91, Europe
Romania,2015,190.57, Europe
Romania,2016,201.82, Europe
Romania,2017,212.81, Europe
Romania,2018,210.7, Europe
Slovakia,1965,44.88, Europe
Slovakia,1966,49.36, Europe
Slovakia,1967,54.87, Europe
Slovakia,1968,60.69, Europe
Slovakia,1969,65.22, Europe
Slovakia,1970,78.57, Europe
Slovakia,1971,86.91, Europe
Slovakia,1972,94.65, Europe
Slovakia,1973,106.3, Europe
Slovakia,1974,108.63, Europe
Slovakia,1975,119.58, Europe
Slovakia,1976,125.72, Europe
Slovakia,1977,132.04, Europe
Slovakia,1978,136.72, Europe
Slovakia,1979,139.05, Europe
Slovakia,1980,129.14, Europe
Slovakia,1981,127.82, Europe
Slovakia,1982,118.46, Europe
Slovakia,1983,116.06, Europe
Slovakia,1984,123.97, Europe
Slovakia,1985,123.18, Europe
Slovakia,1986,120.25, Europe
Slovakia,1987,117.37, Europe
Slovakia,1988,115.05, Europe
Slovakia,1989,115.15, Europe
Slovakia,1990,99.6, Europe
Slovakia,1991,87.92, Europe
Slovakia,1992,80.13, Europe
Slovakia,1993,66.69, Europe
Slovakia,1994,69.61, Europe
Slovakia,1995,68.48, Europe
Slovakia,1996,71.29, Europe
Slovakia,1997,71.87, Europe
Slovakia,1998,80.24, Europe
Slovakia,1999,73.24, Europe
Slovakia,2000,73.37, Europe
Slovakia,2001,67.39, Europe
Slovakia,2002,74.61, Europe
Slovakia,2003,70.4, Europe
Slovakia,2004,66.79, Europe
Slovakia,2005,80.07, Europe
Slovakia,2006,71.8, Europe
Slovakia,2007,76.45, Europe
Slovakia,2008,82.14, Europe
Slovakia,2009,78.57, Europe
Slovakia,2010,81.67, Europe
Slovakia,2011,80.68, Europe
Slovakia,2012,74.06, Europe
Slovakia,2013,74.81, Europe
Slovakia,2014,70.73, Europe
Slovakia,2015,76.64, Europe
Slovakia,2016,79.02, Europe
Slovakia,2017,89.03, Europe
Slovakia,2018,85.28, Europe
Slovenia,1965,, Europe
Slovenia,1966,, Europe
Slovenia,1967,, Europe
Slovenia,1968,, Europe
Slovenia,1969,, Europe
Slovenia,1970,, Europe
Slovenia,1971,, Europe
Slovenia,1972,, Europe
Slovenia,1973,, Europe
Slovenia,1974,, Europe
Slovenia,1975,, Europe
Slovenia,1976,, Europe
Slovenia,1977,, Europe
Slovenia,1978,, Europe
Slovenia,1979,, Europe
Slovenia,1980,, Europe
Slovenia,1981,, Europe
Slovenia,1982,, Europe
Slovenia,1983,, Europe
Slovenia,1984,, Europe
Slovenia,1985,, Europe
Slovenia,1986,, Europe
Slovenia,1987,, Europe
Slovenia,1988,, Europe
Slovenia,1989,, Europe
Slovenia,1990,34.98, Europe
Slovenia,1991,33.96, Europe
Slovenia,1992,33.02, Europe
Slovenia,1993,39.69, Europe
Slovenia,1994,42.91, Europe
Slovenia,1995,46.55, Europe
Slovenia,1996,53.66, Europe
Slovenia,1997,54.27, Europe
Slovenia,1998,51.83, Europe
Slovenia,1999,52.09, Europe
Slovenia,2000,49.55, Europe
Slovenia,2001,51.77, Europe
Slovenia,2002,50.3, Europe
Slovenia,2003,51.01, Europe
Slovenia,2004,52.35, Europe
Slovenia,2005,53.34, Europe
Slovenia,2006,55.66, Europe
Slovenia,2007,55.17, Europe
Slovenia,2008,63.75, Europe
Slovenia,2009,54.76, Europe
Slovenia,2010,55.43, Europe
Slovenia,2011,54.98, Europe
Slovenia,2012,54.01, Europe
Slovenia,2013,51.38, Europe
Slovenia,2014,50.36, Europe
Slovenia,2015,49.46, Europe
Slovenia,2016,52.37, Europe
Slovenia,2017,52.25, Europe
Slovenia,2018,54.14, Europe
Spain,1965,268.46, Europe
Spain,1966,318.84, Europe
Spain,1967,387.67, Europe
Spain,1968,411.12, Europe
Spain,1969,469.01, Europe
Spain,1970,534.01, Europe
Spain,1971,593.25, Europe
Spain,1972,622.71, Europe
Spain,1973,745.25, Europe
Spain,1974,775.68, Europe
Spain,1975,813.89, Europe
Spain,1976,920.09, Europe
Spain,1977,879.09, Europe
Spain,1978,930.01, Europe
Spain,1979,992.39, Europe
Spain,1980,1042.8, Europe
Spain,1981,1016.38, Europe
Spain,1982,969.25, Europe
Spain,1983,988.22, Europe
Spain,1984,939.61, Europe
Spain,1985,914.21, Europe
Spain,1986,909.26, Europe
Spain,1987,944.4, Europe
Spain,1988,975.6, Europe
Spain,1989,1024.12, Europe
Spain,1990,983.61, Europe
Spain,1991,1012.53, Europe
Spain,1992,1117.99, Europe
Spain,1993,1058.96, Europe
Spain,1994,1112.02, Europe
Spain,1995,1181.1, Europe
Spain,1996,1209.8, Europe
Spain,1997,1259.92, Europe
Spain,1998,1359.65, Europe
Spain,1999,1405.83, Europe
Spain,2000,1422.82, Europe
Spain,2001,1485.8, Europe
Spain,2002,1494.98, Europe
Spain,2003,1539.97, Europe
Spain,2004,1576.71, Europe
Spain,2005,1594.9, Europe
Spain,2006,1603.66, Europe
Spain,2007,1615.21, Europe
Spain,2008,1559.06, Europe
Spain,2009,1473.7, Europe
Spain,2010,1446.93, Europe
Spain,2011,1383.36, Europe
Spain,2012,1299.55, Europe
Spain,2013,1202.64, Europe
Spain,2014,1199.08, Europe
Spain,2015,1242.58, Europe
Spain,2016,1288.07, Europe
Spain,2017,1300.51, Europe
Spain,2018,1335.31, Europe
Sweden,1965,373.96, Europe
Sweden,1966,421.58, Europe
Sweden,1967,421.22, Europe
Sweden,1968,473.13, Europe
Sweden,1969,507.91, Europe
Sweden,1970,551.1, Europe
Sweden,1971,520.88, Europe
Sweden,1972,532.94, Europe
Sweden,1973,548.17, Europe
Sweden,1974,488.42, Europe
Sweden,1975,491.45, Europe
Sweden,1976,540.36, Europe
Sweden,1977,525.83, Europe
Sweden,1978,642.77, Europe
Sweden,1979,688.5, Europe
Sweden,1980,608.68, Europe
Sweden,1981,551.77, Europe
Sweden,1982,515.58, Europe
Sweden,1983,452.28, Europe
Sweden,1984,433.31, Europe
Sweden,1985,463.27, Europe
Sweden,1986,497.97, Europe
Sweden,1987,436.05, Europe
Sweden,1988,409.56, Europe
Sweden,1989,393.86, Europe
Sweden,1990,393.24, Europe
Sweden,1991,345.16, Europe
Sweden,1992,363.46, Europe
Sweden,1993,355.67, Europe
Sweden,1994,377.34, Europe
Sweden,1995,360.38, Europe
Sweden,1996,382.65, Europe
Sweden,1997,361.03, Europe
Sweden,1998,401.58, Europe
Sweden,1999,384.62, Europe
Sweden,2000,335.17, Europe
Sweden,2001,342.55, Europe
Sweden,2002,349.16, Europe
Sweden,2003,367.78, Europe
Sweden,2004,351.48, Europe
Sweden,2005,358.5, Europe
Sweden,2006,360.41, Europe
Sweden,2007,359.67, Europe
Sweden,2008,339.95, Europe
Sweden,2009,324.84, Europe
Sweden,2010,327.57, Europe
Sweden,2011,309.48, Europe
Sweden,2012,308.61, Europe
Sweden,2013,305.68, Europe
Sweden,2014,303.94, Europe
Sweden,2015,302.08, Europe
Sweden,2016,318.7, Europe
Sweden,2017,320.6, Europe
Sweden,2018,308.35, Europe
Switzerland,1965,164.19, Europe
Switzerland,1966,174.73, Europe
Switzerland,1967,188.01, Europe
Switzerland,1968,207.6, Europe
Switzerland,1969,226.43, Europe
Switzerland,1970,253.72, Europe
Switzerland,1971,269.51, Europe
Switzerland,1972,275.57, Europe
Switzerland,1973,297.28, Europe
Switzerland,1974,265.09, Europe
Switzerland,1975,255.99, Europe
Switzerland,1976,265.31, Europe
Switzerland,1977,267.52, Europe
Switzerland,1978,277.58, Europe
Switzerland,1979,266.41, Europe
Switzerland,1980,265.91, Europe
Switzerland,1981,247.48, Europe
Switzerland,1982,234.44, Europe
Switzerland,1983,256.37, Europe
Switzerland,1984,247.92, Europe
Switzerland,1985,253.41, Europe
Switzerland,1986,276.48, Europe
Switzerland,1987,261.19, Europe
Switzerland,1988,261.78, Europe
Switzerland,1989,252.28, Europe
Switzerland,1990,270.2, Europe
Switzerland,1991,274.95, Europe
Switzerland,1992,278.23, Europe
Switzerland,1993,261.59, Europe
Switzerland,1994,269.94, Europe
Switzerland,1995,250.54, Europe
Switzerland,1996,258.9, Europe
Switzerland,1997,273.27, Europe
Switzerland,1998,276.66, Europe
Switzerland,1999,268.93, Europe
Switzerland,2000,260.26, Europe
Switzerland,2001,278.26, Europe
Switzerland,2002,264.24, Europe
Switzerland,2003,257.04, Europe
Switzerland,2004,255.01, Europe
Switzerland,2005,259.9, Europe
Switzerland,2006,266.02, Europe
Switzerland,2007,240.66, Europe
Switzerland,2008,255.53, Europe
Switzerland,2009,259.83, Europe
Switzerland,2010,241.72, Europe
Switzerland,2011,234.5, Europe
Switzerland,2012,238, Europe
Switzerland,2013,249.11, Europe
Switzerland,2014,224.15, Europe
Switzerland,2015,227.5, Europe
Switzerland,2016,215.58, Europe
Switzerland,2017,222.08, Europe
Switzerland,2018,215.04, Europe
Turkey,1965,69.37, Europe
Turkey,1966,82.81, Europe
Turkey,1967,97.02, Europe
Turkey,1968,116.57, Europe
Turkey,1969,129.44, Europe
Turkey,1970,136.22, Europe
Turkey,1971,160.35, Europe
Turkey,1972,181.11, Europe
Turkey,1973,222.63, Europe
Turkey,1974,216.18, Europe
Turkey,1975,240.46, Europe
Turkey,1976,270.38, Europe
Turkey,1977,308.37, Europe
Turkey,1978,338.4, Europe
Turkey,1979,302.59, Europe
Turkey,1980,306.43, Europe
Turkey,1981,303.65, Europe
Turkey,1982,324.46, Europe
Turkey,1983,342.96, Europe
Turkey,1984,340.39, Europe
Turkey,1985,358.87, Europe
Turkey,1986,391.37, Europe
Turkey,1987,443.53, Europe
Turkey,1988,475.38, Europe
Turkey,1989,447.41, Europe
Turkey,1990,476.2, Europe
Turkey,1991,465.08, Europe
Turkey,1992,489.81, Europe
Turkey,1993,562.83, Europe
Turkey,1994,540.04, Europe
Turkey,1995,606.32, Europe
Turkey,1996,631.55, Europe
Turkey,1997,627.66, Europe
Turkey,1998,630.38, Europe
Turkey,1999,629.15, Europe
Turkey,2000,666.51, Europe
Turkey,2001,617.77, Europe
Turkey,2002,655.24, Europe
Turkey,2003,644.55, Europe
Turkey,2004,662.04, Europe
Turkey,2005,657.71, Europe
Turkey,2006,681.3, Europe
Turkey,2007,695.34, Europe
Turkey,2008,685.55, Europe
Turkey,2009,709.16, Europe
Turkey,2010,693.64, Europe
Turkey,2011,672.77, Europe
Turkey,2012,703.6, Europe
Turkey,2013,756.97, Europe
Turkey,2014,774.62, Europe
Turkey,2015,911.96, Europe
Turkey,2016,977.92, Europe
Turkey,2017,1013.28, Europe
Turkey,2018,1002.88, Europe
Ukraine,1965,, Europe
Ukraine,1966,, Europe
Ukraine,1967,, Europe
Ukraine,1968,, Europe
Ukraine,1969,, Europe
Ukraine,1970,, Europe
Ukraine,1971,, Europe
Ukraine,1972,, Europe
Ukraine,1973,, Europe
Ukraine,1974,, Europe
Ukraine,1975,, Europe
Ukraine,1976,, Europe
Ukraine,1977,, Europe
Ukraine,1978,, Europe
Ukraine,1979,, Europe
Ukraine,1980,, Europe
Ukraine,1981,, Europe
Ukraine,1982,, Europe
Ukraine,1983,, Europe
Ukraine,1984,, Europe
Ukraine,1985,1271.6, Europe
Ukraine,1986,1277.66, Europe
Ukraine,1987,1330.16, Europe
Ukraine,1988,1219.81, Europe
Ukraine,1989,1170.68, Europe
Ukraine,1990,1271.6, Europe
Ukraine,1991,1160.61, Europe
Ukraine,1992,855.08, Europe
Ukraine,1993,494.46, Europe
Ukraine,1994,401.81, Europe
Ukraine,1995,392.38, Europe
Ukraine,1996,291.15, Europe
Ukraine,1997,287.3, Europe
Ukraine,1998,296.51, Europe
Ukraine,1999,267.91, Europe
Ukraine,2000,252.95, Europe
Ukraine,2001,283.85, Europe
Ukraine,2002,282.28, Europe
Ukraine,2003,295.31, Europe
Ukraine,2004,310.07, Europe
Ukraine,2005,295.66, Europe
Ukraine,2006,308.33, Europe
Ukraine,2007,308.09, Europe
Ukraine,2008,298.93, Europe
Ukraine,2009,282.37, Europe
Ukraine,2010,267.21, Europe
Ukraine,2011,278.08, Europe
Ukraine,2012,267.41, Europe
Ukraine,2013,257.18, Europe
Ukraine,2014,220.61, Europe
Ukraine,2015,194.28, Europe
Ukraine,2016,205.03, Europe
Ukraine,2017,206.52, Europe
Ukraine,2018,200.37, Europe
United Kingdom,1965,1466.08, Europe
United Kingdom,1966,1573.6, Europe
United Kingdom,1967,1696.27, Europe
United Kingdom,1968,1794.16, Europe
United Kingdom,1969,1930.18, Europe
United Kingdom,1970,2030.73, Europe
United Kingdom,1971,2036.78, Europe
United Kingdom,1972,2155.15, Europe
United Kingdom,1973,2228.14, Europe
United Kingdom,1974,2069.29, Europe
United Kingdom,1975,1815.08, Europe
United Kingdom,1976,1806.01, Europe
United Kingdom,1977,1829.23, Europe
United Kingdom,1978,1903.16, Europe
United Kingdom,1979,1921.84, Europe
United Kingdom,1980,1649.15, Europe
United Kingdom,1981,1538.94, Europe
United Kingdom,1982,1560.19, Europe
United Kingdom,1983,1516.84, Europe
United Kingdom,1984,1824.8, Europe
United Kingdom,1985,1615.95, Europe
United Kingdom,1986,1641.01, Europe
United Kingdom,1987,1604.88, Europe
