country,year,primary_energy_consumption,region
Singapore,1990,23.48, Asia Pacific
Singapore,1991,23.92, Asia Pacific
Singapore,1992,25.66, Asia Pacific
Singapore,1993,28.04, Asia Pacific
Singapore,1994,32.07, Asia Pacific
Singapore,1995,33.43, Asia Pacific
Singapore,1996,33.74, Asia Pacific
Singapore,1997,35.49, Asia Pacific
Singapore,1998,35.98, Asia Pacific
Singapore,1999,35.62, Asia Pacific
Singapore,2000,38.09, Asia Pacific
Singapore,2001,43.24, Asia Pacific
Singapore,2002,42.48, Asia Pacific
Singapore,2003,40.14, Asia Pacific
Singapore,2004,44.93, Asia Pacific
Singapore,2005,47.2, Asia Pacific
Singapore,2006,51.94, Asia Pacific
Singapore,2007,55.77, Asia Pacific
Singapore,2008,59.33, Asia Pacific
Singapore,2009,63.81, Asia Pacific
Singapore,2010,68.58, Asia Pacific
Singapore,2011,71.3, Asia Pacific
Singapore,2012,71.6, Asia Pacific
Singapore,2013,73.6, Asia Pacific
Singapore,2014,75.81, Asia Pacific
Singapore,2015,80.61, Asia Pacific
Singapore,2016,83.83, Asia Pacific
Singapore,2017,86.49, Asia Pacific
Singapore,2018,87.57, Asia Pacific
South Korea,1965,6.41, Asia Pacific
South Korea,1966,7.78, Asia Pacific
South Korea,1967,8.94, Asia Pacific
South Korea,1968,10.25, Asia Pacific
South Korea,1969,12.37, Asia Pacific
South Korea,1970,14.37, Asia Pacific
South Korea,1971,15.54, Asia Pacific
South Korea,1972,16.11, Asia Pacific
South Korea,1973,19.94, Asia Pacific
South Korea,1974,20.72, Asia Pacific
South Korea,1975,22.79, Asia Pacific
South Korea,1976,25.5, Asia Pacific
South Korea,1977,29.34, Asia Pacific
South Korea,1978,32.82, Asia Pacific
South Korea,1979,37.81, Asia Pacific
South Korea,1980,38.92, Asia Pacific
South Korea,1981,40.75, Asia Pacific
South Korea,1982,40.77, Asia Pacific
South Korea,1983,44.23, Asia Pacific
South Korea,1984,48.29, Asia Pacific
South Korea,1985,53.28, Asia Pacific
South Korea,1986,59.64, Asia Pacific
South Korea,1987,65.96, Asia Pacific
South Korea,1988,73.76, Asia Pacific
South Korea,1989,80.1, Asia Pacific
South Korea,1990,90.6, Asia Pacific
South Korea,1991,102.57, Asia Pacific
South Korea,1992,115.83, Asia Pacific
South Korea,1993,127.06, Asia Pacific
South Korea,1994,137.16, Asia Pacific
South Korea,1995,149.79, Asia Pacific
South Korea,1996,165.45, Asia Pacific
South Korea,1997,181.8, Asia Pacific
South Korea,1998,167.56, Asia Pacific
South Korea,1999,182.44, Asia Pacific
South Korea,2000,193.52, Asia Pacific
South Korea,2001,198.11, Asia Pacific
South Korea,2002,207.43, Asia Pacific
South Korea,2003,214.23, Asia Pacific
South Korea,2004,218.37, Asia Pacific
South Korea,2005,225.49, Asia Pacific
South Korea,2006,229.37, Asia Pacific
South Korea,2007,236.83, Asia Pacific
South Korea,2008,241.44, Asia Pacific
South Korea,2009,242.59, Asia Pacific
South Korea,2010,261.27, Asia Pacific
South Korea,2011,273.41, Asia Pacific
South Korea,2012,276.32, Asia Pacific
South Korea,2013,276.68, Asia Pacific
South Korea,2014,279.53, Asia Pacific
South Korea,2015,285.25, Asia Pacific
South Korea,2016,292.24, Asia Pacific
South Korea,2017,297.12, Asia Pacific
South Korea,2018,301.02, Asia Pacific
Sri Lanka,1965,0.55, Asia Pacific
Sri Lanka,1966,0.57, Asia Pacific
Sri Lanka,1967,0.59, Asia Pacific
Sri Lanka,1968,0.61, Asia Pacific
Sri Lanka,1969,0.64, Asia Pacific
Sri Lanka,1970,1.2, Asia Pacific
Sri Lanka,1971,1.13, Asia Pacific
Sri Lanka,1972,1.22, Asia Pacific
Sri Lanka,1973,1.23, Asia Pacific
Sri Lanka,1974,1.08, Asia Pacific
Sri Lanka,1975,1.07, Asia Pacific
Sri Lanka,1976,1.07, Asia Pacific
Sri Lanka,1977,1.14, Asia Pacific
Sri Lanka,1978,1.32, Asia Pacific
Sri Lanka,1979,1.37, Asia Pacific
Sri Lanka,1980,1.38, Asia Pacific
Sri Lanka,1981,1.59, Asia Pacific
Sri Lanka,1982,1.77, Asia Pacific
Sri Lanka,1983,1.81, Asia Pacific
Sri Lanka,1984,1.78, Asia Pacific
Sri Lanka,1985,1.74, Asia Pacific
Sri Lanka,1986,1.78, Asia Pacific
Sri Lanka,1987,1.84, Asia Pacific
Sri Lanka,1988,1.89, Asia Pacific
Sri Lanka,1989,1.87, Asia Pacific
Sri Lanka,1990,2.04, Asia Pacific
Sri Lanka,1991,2.1, Asia Pacific
Sri Lanka,1992,2.3, Asia Pacific
Sri Lanka,1993,2.46, Asia Pacific
Sri Lanka,1994,2.7, Asia Pacific
Sri Lanka,1995,2.94, Asia Pacific
Sri Lanka,1996,3.08, Asia Pacific
Sri Lanka,1997,3.32, Asia Pacific
Sri Lanka,1998,3.6, Asia Pacific
Sri Lanka,1999,3.9, Asia Pacific
Sri Lanka,2000,4.23, Asia Pacific
Sri Lanka,2001,4.15, Asia Pacific
Sri Lanka,2002,4.25, Asia Pacific
Sri Lanka,2003,4.42, Asia Pacific
Sri Lanka,2004,4.28, Asia Pacific
Sri Lanka,2005,4.92, Asia Pacific
Sri Lanka,2006,5.35, Asia Pacific
Sri Lanka,2007,5.45, Asia Pacific
Sri Lanka,2008,5.1, Asia Pacific
Sri Lanka,2009,5.27, Asia Pacific
Sri Lanka,2010,5.65, Asia Pacific
Sri Lanka,2011,5.94, Asia Pacific
Sri Lanka,2012,5.99, Asia Pacific
Sri Lanka,2013,6.12, Asia Pacific
Sri Lanka,2014,5.5, Asia Pacific
Sri Lanka,2015,7, Asia Pacific
Sri Lanka,2016,7.45, Asia Pacific
Sri Lanka,2017,7.85, Asia Pacific
Sri Lanka,2018,8.11, Asia Pacific
Taiwan,1965,6.22, Asia Pacific
Taiwan,1966,6.67, Asia Pacific
Taiwan,1967,7.22, Asia Pacific
Taiwan,1968,8.33, Asia Pacific
Taiwan,1969,8.63, Asia Pacific
Taiwan,1970,9.34, Asia Pacific
Taiwan,1971,11.54, Asia Pacific
Taiwan,1972,12.32, Asia Pacific
Taiwan,1973,14.42, Asia Pacific
Taiwan,1974,13.77, Asia Pacific
Taiwan,1975,15.17, Asia Pacific
Taiwan,1976,18.53, Asia Pacific
Taiwan,1977,20.35, Asia Pacific
Taiwan,1978,23.99, Asia Pacific
Taiwan,1979,25.42, Asia Pacific
Taiwan,1980,26.83, Asia Pacific
Taiwan,1981,25.01, Asia Pacific
Taiwan,1982,25.27, Asia Pacific
Taiwan,1983,28.29, Asia Pacific
Taiwan,1984,29.93, Asia Pacific
Taiwan,1985,34.94, Asia Pacific
Taiwan,1986,37.97, Asia Pacific
Taiwan,1987,40.76, Asia Pacific
Taiwan,1988,44.8, Asia Pacific
Taiwan,1989,47.58, Asia Pacific
Taiwan,1990,50.48, Asia Pacific
Taiwan,1991,53.34, Asia Pacific
Taiwan,1992,56.24, Asia Pacific
Taiwan,1993,59.68, Asia Pacific
Taiwan,1994,63.16, Asia Pacific
Taiwan,1995,66.89, Asia Pacific
Taiwan,1996,69.77, Asia Pacific
Taiwan,1997,74.42, Asia Pacific
Taiwan,1998,78.67, Asia Pacific
Taiwan,1999,86.93, Asia Pacific
Taiwan,2000,88.7, Asia Pacific
Taiwan,2001,91.59, Asia Pacific
Taiwan,2002,95.44, Asia Pacific
Taiwan,2003,99.55, Asia Pacific
Taiwan,2004,104.83, Asia Pacific
Taiwan,2005,105.41, Asia Pacific
Taiwan,2006,107.73, Asia Pacific
Taiwan,2007,112.56, Asia Pacific
Taiwan,2008,106.57, Asia Pacific
Taiwan,2009,104.72, Asia Pacific
Taiwan,2010,110.95, Asia Pacific
Taiwan,2011,109.32, Asia Pacific
Taiwan,2012,109.06, Asia Pacific
Taiwan,2013,111.06, Asia Pacific
Taiwan,2014,113.76, Asia Pacific
Taiwan,2015,112.91, Asia Pacific
Taiwan,2016,114.99, Asia Pacific
Taiwan,2017,117.04, Asia Pacific
Taiwan,2018,118.42, Asia Pacific
Thailand,1965,2.67, Asia Pacific
Thailand,1966,3.16, Asia Pacific
Thailand,1967,3.63, Asia Pacific
Thailand,1968,4.6, Asia Pacific
Thailand,1969,4.86, Asia Pacific
Thailand,1970,5.78, Asia Pacific
Thailand,1971,6.41, Asia Pacific
Thailand,1972,7.82, Asia Pacific
Thailand,1973,8.29, Asia Pacific
Thailand,1974,8.63, Asia Pacific
Thailand,1975,9.28, Asia Pacific
Thailand,1976,9.79, Asia Pacific
Thailand,1977,10.82, Asia Pacific
Thailand,1978,11.85, Asia Pacific
Thailand,1979,12.48, Asia Pacific
Thailand,1980,12.59, Asia Pacific
Thailand,1981,12.67, Asia Pacific
Thailand,1982,12.93, Asia Pacific
Thailand,1983,14.32, Asia Pacific
Thailand,1984,15.83, Asia Pacific
Thailand,1985,16.59, Asia Pacific
Thailand,1986,17.67, Asia Pacific
Thailand,1987,20.3, Asia Pacific
Thailand,1988,22.76, Asia Pacific
Thailand,1989,26.14, Asia Pacific
Thailand,1990,30.95, Asia Pacific
Thailand,1991,34.19, Asia Pacific
Thailand,1992,37.75, Asia Pacific
Thailand,1993,43, Asia Pacific
Thailand,1994,48.21, Asia Pacific
Thailand,1995,52.83, Asia Pacific
Thailand,1996,59.73, Asia Pacific
Thailand,1997,62.96, Asia Pacific
Thailand,1998,58.34, Asia Pacific
Thailand,1999,62.38, Asia Pacific
Thailand,2000,63.8, Asia Pacific
Thailand,2001,67.24, Asia Pacific
Thailand,2002,73.92, Asia Pacific
Thailand,2003,80.07, Asia Pacific
Thailand,2004,85.78, Asia Pacific
Thailand,2005,88.65, Asia Pacific
Thailand,2006,88.84, Asia Pacific
Thailand,2007,94.11, Asia Pacific
Thailand,2008,95.25, Asia Pacific
Thailand,2009,98.54, Asia Pacific
Thailand,2010,104.78, Asia Pacific
Thailand,2011,108.9, Asia Pacific
Thailand,2012,116.51, Asia Pacific
Thailand,2013,118.33, Asia Pacific
Thailand,2014,121.61, Asia Pacific
Thailand,2015,124.73, Asia Pacific
Thailand,2016,127.33, Asia Pacific
Thailand,2017,130.19, Asia Pacific
Thailand,2018,132.97, Asia Pacific
Vietnam,1965,2.52, Asia Pacific
Vietnam,1966,4.42, Asia Pacific
Vietnam,1967,6.09, Asia Pacific
Vietnam,1968,6.31, Asia Pacific
Vietnam,1969,7.46, Asia Pacific
Vietnam,1970,7.78, Asia Pacific
Vietnam,1971,6.93, Asia Pacific
Vietnam,1972,6.72, Asia Pacific
Vietnam,1973,7.1, Asia Pacific
Vietnam,1974,5.28, Asia Pacific
Vietnam,1975,5.86, Asia Pacific
Vietnam,1976,3.39, Asia Pacific
Vietnam,1977,3.62, Asia Pacific
Vietnam,1978,3.75, Asia Pacific
Vietnam,1979,4.04, Asia Pacific
Vietnam,1980,4.61, Asia Pacific
Vietnam,1981,4.62, Asia Pacific
Vietnam,1982,4.94, Asia Pacific
Vietnam,1983,5.18, Asia Pacific
Vietnam,1984,5.21, Asia Pacific
Vietnam,1985,5.18, Asia Pacific
Vietnam,1986,5.68, Asia Pacific
Vietnam,1987,6.4, Asia Pacific
Vietnam,1988,6.39, Asia Pacific
Vietnam,1989,6.02, Asia Pacific
Vietnam,1990,6.45, Asia Pacific
Vietnam,1991,6.54, Asia Pacific
Vietnam,1992,7.14, Asia Pacific
Vietnam,1993,8.15, Asia Pacific
Vietnam,1994,9.1, Asia Pacific
Vietnam,1995,10.56, Asia Pacific
Vietnam,1996,12.12, Asia Pacific
Vietnam,1997,14.04, Asia Pacific
Vietnam,1998,15.21, Asia Pacific
Vietnam,1999,15.66, Asia Pacific
Vietnam,2000,17.84, Asia Pacific
Vietnam,2001,20.16, Asia Pacific
Vietnam,2002,22.12, Asia Pacific
Vietnam,2003,23.91, Asia Pacific
Vietnam,2004,29.33, Asia Pacific
Vietnam,2005,30.99, Asia Pacific
Vietnam,2006,28.32, Asia Pacific
Vietnam,2007,30.96, Asia Pacific
Vietnam,2008,38.48, Asia Pacific
Vietnam,2009,39.36, Asia Pacific
Vietnam,2010,44.57, Asia Pacific
Vietnam,2011,51.02, Asia Pacific
Vietnam,2012,53.35, Asia Pacific
Vietnam,2013,57.21, Asia Pacific
Vietnam,2014,62.57, Asia Pacific
Vietnam,2015,69.09, Asia Pacific
Vietnam,2016,73.93, Asia Pacific
Vietnam,2017,75.84, Asia Pacific
Vietnam,2018,85.79, Asia Pacific
Azerbaijan,1965,, CIS
Azerbaijan,1966,, CIS
Azerbaijan,1967,, CIS
Azerbaijan,1968,, CIS
Azerbaijan,1969,, CIS
Azerbaijan,1970,, CIS
Azerbaijan,1971,, CIS
Azerbaijan,1972,, CIS
Azerbaijan,1973,, CIS
Azerbaijan,1974,, CIS
Azerbaijan,1975,, CIS
Azerbaijan,1976,, CIS
Azerbaijan,1977,, CIS
Azerbaijan,1978,, CIS
Azerbaijan,1979,, CIS
Azerbaijan,1980,, CIS
Azerbaijan,1981,, CIS
Azerbaijan,1982,, CIS
Azerbaijan,1983,, CIS
Azerbaijan,1984,, CIS
Azerbaijan,1985,20.15, CIS
Azerbaijan,1986,21.7, CIS
Azerbaijan,1987,21.03, CIS
Azerbaijan,1988,21.04, CIS
Azerbaijan,1989,21.46, CIS
Azerbaijan,1990,22.34, CIS
Azerbaijan,1991,21.46, CIS
Azerbaijan,1992,18.37, CIS
Azerbaijan,1993,15.91, CIS
Azerbaijan,1994,14.63, CIS
Azerbaijan,1995,13.76, CIS
Azerbaijan,1996,11.28, CIS
Azerbaijan,1997,10.79, CIS
Azerbaijan,1998,10.83, CIS
Azerbaijan,1999,10.79, CIS
Azerbaijan,2000,11.27, CIS
Azerbaijan,2001,10.87, CIS
Azerbaijan,2002,10.72, CIS
Azerbaijan,2003,11.6, CIS
Azerbaijan,2004,13.16, CIS
Azerbaijan,2005,14.27, CIS
Azerbaijan,2006,14.05, CIS
Azerbaijan,2007,12.71, CIS
Azerbaijan,2008,12.84, CIS
Azerbaijan,2009,11.35, CIS
Azerbaijan,2010,11.2, CIS
Azerbaijan,2011,12.46, CIS
Azerbaijan,2012,12.83, CIS
Azerbaijan,2013,13.2, CIS
Azerbaijan,2014,13.46, CIS
Azerbaijan,2015,14.72, CIS
Azerbaijan,2016,14.58, CIS
Azerbaijan,2017,14.31, CIS
Azerbaijan,2018,14.4, CIS
Belarus,1965,, CIS
Belarus,1966,, CIS
Belarus,1967,, CIS
Belarus,1968,, CIS
Belarus,1969,, CIS
Belarus,1970,, CIS
Belarus,1971,, CIS
Belarus,1972,, CIS
Belarus,1973,, CIS
Belarus,1974,, CIS
Belarus,1975,, CIS
Belarus,1976,, CIS
Belarus,1977,, CIS
Belarus,1978,, CIS
Belarus,1979,, CIS
Belarus,1980,, CIS
Belarus,1981,, CIS
Belarus,1982,, CIS
Belarus,1983,, CIS
Belarus,1984,, CIS
Belarus,1985,35.08, CIS
Belarus,1986,40.05, CIS
Belarus,1987,40.64, CIS
Belarus,1988,41.22, CIS
Belarus,1989,39.87, CIS
Belarus,1990,38.23, CIS
Belarus,1991,37.81, CIS
Belarus,1992,35.78, CIS
Belarus,1993,28.65, CIS
Belarus,1994,23.88, CIS
Belarus,1995,21.66, CIS
Belarus,1996,22.21, CIS
Belarus,1997,22.43, CIS
Belarus,1998,21.95, CIS
Belarus,1999,21.37, CIS
Belarus,2000,21.96, CIS
Belarus,2001,21.41, CIS
Belarus,2002,22.04, CIS
Belarus,2003,21.95, CIS
Belarus,2004,24.72, CIS
Belarus,2005,24.63, CIS
Belarus,2006,26.16, CIS
Belarus,2007,25.55, CIS
Belarus,2008,25.85, CIS
Belarus,2009,24.51, CIS
Belarus,2010,26.03, CIS
Belarus,2011,25.88, CIS
Belarus,2012,27.96, CIS
Belarus,2013,24.66, CIS
Belarus,2014,25.49, CIS
Belarus,2015,23.16, CIS
Belarus,2016,23.04, CIS
Belarus,2017,23.38, CIS
Belarus,2018,24.56, CIS
Kazakhstan,1965,, CIS
Kazakhstan,1966,, CIS
Kazakhstan,1967,, CIS
Kazakhstan,1968,, CIS
Kazakhstan,1969,, CIS
Kazakhstan,1970,, CIS
Kazakhstan,1971,, CIS
Kazakhstan,1972,, CIS
Kazakhstan,1973,, CIS
Kazakhstan,1974,, CIS
Kazakhstan,1975,, CIS
Kazakhstan,1976,, CIS
Kazakhstan,1977,, CIS
Kazakhstan,1978,, CIS
Kazakhstan,1979,, CIS
Kazakhstan,1980,, CIS
Kazakhstan,1981,, CIS
Kazakhstan,1982,, CIS
Kazakhstan,1983,, CIS
Kazakhstan,1984,, CIS
Kazakhstan,1985,68.3, CIS
Kazakhstan,1986,69.88, CIS
Kazakhstan,1987,71.43, CIS
Kazakhstan,1988,74.01, CIS
Kazakhstan,1989,72.84, CIS
Kazakhstan,1990,73.69, CIS
Kazakhstan,1991,73.61, CIS
Kazakhstan,1992,72.67, CIS
Kazakhstan,1993,64.11, CIS
Kazakhstan,1994,57.04, CIS
Kazakhstan,1995,51.24, CIS
Kazakhstan,1996,44.61, CIS
Kazakhstan,1997,39.33, CIS
Kazakhstan,1998,37.06, CIS
Kazakhstan,1999,34.82, CIS
Kazakhstan,2000,31.32, CIS
Kazakhstan,2001,35.96, CIS
Kazakhstan,2002,36.59, CIS
Kazakhstan,2003,40.09, CIS
Kazakhstan,2004,43.19, CIS
Kazakhstan,2005,45.41, CIS
Kazakhstan,2006,48.66, CIS
Kazakhstan,2007,54.07, CIS
Kazakhstan,2008,56.43, CIS
Kazakhstan,2009,50.83, CIS
Kazakhstan,2010,54.91, CIS
Kazakhstan,2011,60.49, CIS
Kazakhstan,2012,62.7, CIS
Kazakhstan,2013,63.48, CIS
Kazakhstan,2014,64.43, CIS
Kazakhstan,2015,63.65, CIS
Kazakhstan,2016,64.7, CIS
Kazakhstan,2017,67.6, CIS
Kazakhstan,2018,76.38, CIS
Other CIS,1965,, CIS
Other CIS,1966,, CIS
Other CIS,1967,, CIS
Other CIS,1968,, CIS
Other CIS,1969,, CIS
Other CIS,1970,, CIS
Other CIS,1971,, CIS
Other CIS,1972,, CIS
Other CIS,1973,, CIS
Other CIS,1974,, CIS
Other CIS,1975,, CIS
Other CIS,1976,, CIS
Other CIS,1977,, CIS
Other CIS,1978,, CIS
Other CIS,1979,, CIS
Other CIS,1980,, CIS
Other CIS,1981,, CIS
Other CIS,1982,, CIS
Other CIS,1983,, CIS
Other CIS,1984,, CIS
Other CIS,1985,30.51, CIS
Other CIS,1986,29, CIS
Other CIS,1987,30.12, CIS
Other CIS,1988,33.88, CIS
Other CIS,1989,32.24, CIS
Other CIS,1990,34.45, CIS
Other CIS,1991,28.85, CIS
Other CIS,1992,24.33, CIS
Other CIS,1993,19.25, CIS
Other CIS,1994,16.01, CIS
Other CIS,1995,13.99, CIS
Other CIS,1996,15.06, CIS
Other CIS,1997,14.26, CIS
Other CIS,1998,14.2, CIS
Other CIS,1999,13.53, CIS
Other CIS,2000,13.05, CIS
Other CIS,2001,12.86, CIS
Other CIS,2002,12.9, CIS
Other CIS,2003,13.59, CIS
Other CIS,2004,14.72, CIS
Other CIS,2005,15.3, CIS
Other CIS,2006,15.43, CIS
Other CIS,2007,16.73, CIS
Other CIS,2008,16.2, CIS
Other CIS,2009,15.59, CIS
Other CIS,2010,15.9, CIS
Other CIS,2011,16.99, CIS
Other CIS,2012,17.95, CIS
Other CIS,2013,17.1, CIS
Other CIS,2014,17.53, CIS
Other CIS,2015,17.45, CIS
Other CIS,2016,17.55, CIS
Other CIS,2017,17.97, CIS
Other CIS,2018,19.03, CIS
Russian Federation,1965,, CIS
Russian Federation,1966,, CIS
Russian Federation,1967,, CIS
Russian Federation,1968,, CIS
Russian Federation,1969,, CIS
Russian Federation,1970,, CIS
Russian Federation,1971,, CIS
Russian Federation,1972,, CIS
Russian Federation,1973,, CIS
Russian Federation,1974,, CIS
Russian Federation,1975,, CIS
Russian Federation,1976,, CIS
Russian Federation,1977,, CIS
Russian Federation,1978,, CIS
Russian Federation,1979,, CIS
Russian Federation,1980,, CIS
Russian Federation,1981,, CIS
Russian Federation,1982,, CIS
Russian Federation,1983,, CIS
Russian Federation,1984,, CIS
Russian Federation,1985,815.37, CIS
Russian Federation,1986,829.69, CIS
Russian Federation,1987,856.75, CIS
Russian Federation,1988,871.71, CIS
Russian Federation,1989,874.96, CIS
Russian Federation,1990,859.62, CIS
Russian Federation,1991,847.74, CIS
Russian Federation,1992,815.63, CIS
Russian Federation,1993,759.92, CIS
Russian Federation,1994,693.12, CIS
Russian Federation,1995,655.56, CIS
Russian Federation,1996,631.17, CIS
Russian Federation,1997,596.51, CIS
Russian Federation,1998,595.44, CIS
Russian Federation,1999,602.68, CIS
Russian Federation,2000,613.39, CIS
Russian Federation,2001,623.33, CIS
Russian Federation,2002,621.48, CIS
Russian Federation,2003,634.9, CIS
Russian Federation,2004,640.59, CIS
Russian Federation,2005,640.35, CIS
Russian Federation,2006,668.57, CIS
Russian Federation,2007,673.05, CIS
Russian Federation,2008,676.57, CIS
Russian Federation,2009,643.19, CIS
Russian Federation,2010,669.33, CIS
Russian Federation,2011,691.8, CIS
Russian Federation,2012,693.82, CIS
Russian Federation,2013,685.45, CIS
Russian Federation,2014,688.31, CIS
Russian Federation,2015,675.37, CIS
Russian Federation,2016,690.54, CIS
Russian Federation,2017,694.28, CIS
Russian Federation,2018,720.75, CIS
Turkmenistan,1965,, CIS
Turkmenistan,1966,, CIS
Turkmenistan,1967,, CIS
Turkmenistan,1968,, CIS
Turkmenistan,1969,, CIS
Turkmenistan,1970,, CIS
Turkmenistan,1971,, CIS
Turkmenistan,1972,, CIS
Turkmenistan,1973,, CIS
Turkmenistan,1974,, CIS
Turkmenistan,1975,, CIS
Turkmenistan,1976,, CIS
Turkmenistan,1977,, CIS
Turkmenistan,1978,, CIS
Turkmenistan,1979,, CIS
Turkmenistan,1980,, CIS
Turkmenistan,1981,, CIS
Turkmenistan,1982,, CIS
Turkmenistan,1983,, CIS
Turkmenistan,1984,, CIS
Turkmenistan,1985,12.44, CIS
Turkmenistan,1986,15.34, CIS
Turkmenistan,1987,15.42, CIS
Turkmenistan,1988,15.56, CIS
Turkmenistan,1989,15.78, CIS
Turkmenistan,1990,13.22, CIS
Turkmenistan,1991,13.57, CIS
Turkmenistan,1992,5.22, CIS
Turkmenistan,1993,10.52, CIS
Turkmenistan,1994,11.22, CIS
Turkmenistan,1995,9.23, CIS
Turkmenistan,1996,13.45, CIS
Turkmenistan,1997,10.3, CIS
Turkmenistan,1998,12.82, CIS
Turkmenistan,1999,12.24, CIS
Turkmenistan,2000,10.3, CIS
Turkmenistan,2001,13, CIS
Turkmenistan,2002,10.97, CIS
Turkmenistan,2003,15.14, CIS
Turkmenistan,2004,15, CIS
Turkmenistan,2005,15.18, CIS
Turkmenistan,2006,15.34, CIS
Turkmenistan,2007,14.89, CIS
Turkmenistan,2008,12.21, CIS
Turkmenistan,2009,19.91, CIS
Turkmenistan,2010,21.46, CIS
Turkmenistan,2011,23.82, CIS
Turkmenistan,2012,25.96, CIS
Turkmenistan,2013,23.06, CIS
Turkmenistan,2014,23.91, CIS
Turkmenistan,2015,28.62, CIS
Turkmenistan,2016,27.47, CIS
Turkmenistan,2017,28.69, CIS
Turkmenistan,2018,31.5, CIS
USSR,1965,593.31, CIS
USSR,1966,630.91, CIS
USSR,1967,663.18, CIS
USSR,1968,687.77, CIS
USSR,1969,719, CIS
USSR,1970,754.81, CIS
USSR,1971,791.9, CIS
USSR,1972,832.33, CIS
USSR,1973,875.08, CIS
USSR,1974,923.3, CIS
USSR,1975,968.99, CIS
USSR,1976,1006.51, CIS
USSR,1977,1051.35, CIS
USSR,1978,1094.15, CIS
USSR,1979,1127.11, CIS
USSR,1980,1150.1, CIS
USSR,1981,1174.48, CIS
USSR,1982,1204.01, CIS
USSR,1983,1229.02, CIS
USSR,1984,1274.61, CIS
USSR,1985,, CIS
USSR,1986,, CIS
USSR,1987,, CIS
USSR,1988,, CIS
USSR,1989,, CIS
USSR,1990,, CIS
USSR,1991,, CIS
USSR,1992,, CIS
USSR,1993,, CIS
USSR,1994,, CIS
USSR,1995,, CIS
USSR,1996,, CIS
USSR,1997,, CIS
USSR,1998,, CIS
USSR,1999,, CIS
USSR,2000,, CIS
USSR,2001,, CIS
USSR,2002,, CIS
USSR,2003,, CIS
USSR,2004,, CIS
USSR,2005,, CIS
USSR,2006,, CIS
USSR,2007,, CIS
USSR,2008,, CIS
USSR,2009,, CIS
USSR,2010,, CIS
USSR,2011,, CIS
USSR,2012,, CIS
USSR,2013,, CIS
USSR,2014,, CIS
USSR,2015,, CIS
USSR,2016,, CIS
USSR,2017,, CIS
USSR,2018,, CIS
Uzbekistan,1965,, CIS
Uzbekistan,1966,, CIS
Uzbekistan,1967,, CIS
Uzbekistan,1968,, CIS
Uzbekistan,1969,, CIS
Uzbekistan,1970,, CIS
Uzbekistan,1971,, CIS
Uzbekistan,1972,, CIS
Uzbekistan,1973,, CIS
Uzbekistan,1974,, CIS
Uzbekistan,1975,, CIS
Uzbekistan,1976,, CIS
Uzbekistan,1977,, CIS
Uzbekistan,1978,, CIS
Uzbekistan,1979,, CIS
Uzbekistan,1980,, CIS
Uzbekistan,1981,, CIS
Uzbekistan,1982,, CIS
Uzbekistan,1983,, CIS
Uzbekistan,1984,, CIS
Uzbekistan,1985,31.63, CIS
Uzbekistan,1986,31.14, CIS
Uzbekistan,1987,33.05, CIS
Uzbekistan,1988,31.74, CIS
Uzbekistan,1989,33.44, CIS
Uzbekistan,1990,45.02, CIS
Uzbekistan,1991,45.58, CIS
Uzbekistan,1992,42.68, CIS
Uzbekistan,1993,45.48, CIS
Uzbekistan,1994,44.7, CIS
Uzbekistan,1995,43.5, CIS
Uzbekistan,1996,44.87, CIS
Uzbekistan,1997,44.46, CIS
Uzbekistan,1998,44.5, CIS
Uzbekistan,1999,50.29, CIS
Uzbekistan,2000,51.1, CIS
Uzbekistan,2001,51.22, CIS
Uzbekistan,2002,52.42, CIS
Uzbekistan,2003,48.69, CIS
Uzbekistan,2004,49.33, CIS
Uzbekistan,2005,48.05, CIS
Uzbekistan,2006,44.6, CIS
Uzbekistan,2007,47.46, CIS
Uzbekistan,2008,44.57, CIS
Uzbekistan,2009,44.78, CIS
Uzbekistan,2010,44.4, CIS
Uzbekistan,2011,46.62, CIS
Uzbekistan,2012,45.49, CIS
Uzbekistan,2013,45.17, CIS
Uzbekistan,2014,47.15, CIS
Uzbekistan,2015,44.92, CIS
Uzbekistan,2016,43.6, CIS
Uzbekistan,2017,45.01, CIS
Uzbekistan,2018,43.91, CIS
Austria,1965,15.84, Europe
Austria,1966,16.57, Europe
Austria,1967,16.73, Europe
Austria,1968,17.91, Europe
Austria,1969,18.61, Europe
Austria,1970,21.26, Europe
Austria,1971,21.29, Europe
Austria,1972,22.03, Europe
Austria,1973,23.67, Europe
Austria,1974,23.69, Europe
Austria,1975,23.5, Europe
Austria,1976,24.44, Europe
Austria,1977,24.38, Europe
Austria,1978,25.46, Europe
Austria,1979,26.92, Europe
Austria,1980,26.78, Europe
Austria,1981,25.92, Europe
Austria,1982,25.04, Europe
Austria,1983,24.98, Europe
Austria,1984,24.83, Europe
Austria,1985,26.03, Europe
Austria,1986,26.28, Europe
Austria,1987,27.69, Europe
Austria,1988,27.26, Europe
Austria,1989,27.42, Europe
Austria,1990,27.93, Europe
Austria,1991,29.33, Europe
Austria,1992,28.76, Europe
Austria,1993,29.23, Europe
Austria,1994,29.08, Europe
Austria,1995,30.48, Europe
Austria,1996,30.62, Europe
Austria,1997,31.23, Europe
Austria,1998,31.7, Europe
Austria,1999,32.36, Europe
Austria,2000,32.45, Europe
Austria,2001,33.76, Europe
Austria,2002,33.9, Europe
Austria,2003,34.46, Europe
